"Регион";"Дата";"Маркер";"Запросов на млн"
Калининградская область;02.04.2022;лечение коронавируса;34.58037647749332
Калининградская область;16.08.2022;антитела;68.53226727584239
Калининградская область;26.12.2021;лечение коронавируса;75.00795084278933
Калининградская область;29.12.2021;купить маску и респиратор;15.780960271432516
Калининградская область;18.03.2022;что делать дома;3.509205963193693
Калининградская область;18.07.2021;вторая волна;1.182867815704463
Калининградская область;05.12.2021;что делать если не едет скорая;0
Калининградская область;26.04.2020;пропало обоняние;22.87975490334938
Калининградская область;01.04.2020;сдать тест;224.66697801071953
Калининградская область;06.02.2021;вторая волна;1.1426717035635359
Калининградская область;21.02.2021;что делать если не едет скорая;0
Калининградская область;02.04.2022;что делать дома;0.9346047696619815
Калининградская область;19.12.2020;лечение коронавируса;276.49059931962313
Калининградская область;14.11.2020;сдать тест;383.13360720291183
Калининградская область;12.04.2022;как не заразиться;0
Калининградская область;20.06.2022;пропало обоняние;6.061723936968463
Калининградская область;19.03.2020;что делать дома;2.1830271819629563
Калининградская область;24.03.2021;пульсоксиметр и сатурация;31.720196149762945
Калининградская область;05.07.2020;лечение коронавируса;40.9495937800297
Калининградская область;14.07.2020;вторая волна;23.759800917878625
Калининградская область;06.11.2021;лечение коронавируса;244.20498788687757
Калининградская область;23.03.2020;пропало обоняние;5.514983659103418
Калининградская область;23.05.2020;как не заразиться;1.3204876296718853
Калининградская область;04.06.2021;лечение коронавируса;53.046749904221144
Калининградская область;11.07.2020;купить маску и респиратор;6.97577731086575
Калининградская область;03.07.2021;вторая волна;0
Калининградская область;29.06.2021;сделать КТ;12.474725685979967
Калининградская область;10.03.2022;сделать КТ;3.9394459878318386
Калининградская область;14.06.2020;лечение коронавируса;42.297721380815936
Калининградская область;01.10.2020;вторая волна;42.18309409750352
Калининградская область;29.04.2022;пропало обоняние;5.475981432772288
Калининградская область;25.05.2022;сдать тест;47.46788006782077
Калининградская область;13.09.2021;сдать тест;283.3854889350062
Калининградская область;05.07.2022;как не заразиться;0
Калининградская область;12.03.2021;вторая волна;2.065437180760866
Калининградская область;04.02.2021;что делать если не едет скорая;0
Калининградская область;31.07.2022;купить антисептик;0
Калининградская область;24.07.2022;что делать дома;5.7503816815841144
Калининградская область;08.03.2020;как не заразиться;8.467914366804647
Калининградская область;06.05.2020;пропало обоняние;13.957415924015827
Калининградская область;04.02.2022;пульсоксиметр и сатурация;156.19540867706598
Калининградская область;07.05.2020;что делать дома;38.510924434472145
Калининградская область;21.07.2020;сделать КТ;9.570328154589511
Калининградская область;20.11.2021;что делать если не едет скорая;0
Калининградская область;06.05.2021;антитела;188.18264323051432
Калининградская область;19.01.2022;антитела;229.8867089562425
Калининградская область;29.03.2022;как не заразиться;0
Калининградская область;29.05.2022;пропало обоняние;7.6570044841332505
Калининградская область;08.11.2021;вторая волна;0
Калининградская область;04.10.2020;пульсоксиметр и сатурация;55.31496108362009
Калининградская область;19.11.2020;вторая волна;10.160780495735242
Калининградская область;06.04.2020;пропало обоняние;14.8180665571982
Калининградская область;14.06.2020;как не заразиться;0
Калининградская область;25.11.2021;что делать дома;2.434847537963331
Калининградская область;17.06.2021;купить маску и респиратор;21.367708148187
Калининградская область;17.01.2021;купить маску и респиратор;11.976426038492233
Калининградская область;20.10.2020;вторая волна;8.13232099490815
Калининградская область;08.10.2020;сдать тест;285.56289205405386
Калининградская область;26.03.2022;пропало обоняние;13.55901999277498
Калининградская область;01.06.2022;как не заразиться;0
Калининградская область;27.03.2021;вторая волна;0
Калининградская область;16.05.2020;купить маску и респиратор;31.89766284642929
Калининградская область;23.06.2021;что делать если не едет скорая;0
Калининградская область;09.07.2022;что делать дома;2.027947139529861
Калининградская область;30.09.2021;пульсоксиметр и сатурация;135.6127872426617
Калининградская область;11.04.2020;как не заразиться;0
Калининградская область;09.06.2020;пропало обоняние;17.123522240030685
Калининградская область;04.04.2022;сделать КТ;4.566665322037433
Калининградская область;20.07.2021;сделать КТ;4.197553665723616
Калининградская область;24.04.2020;антитела;86.100919844827
Калининградская область;22.04.2020;что делать дома;48.372405459327936
Калининградская область;11.02.2021;антитела;291.1932624900741
Калининградская область;20.10.2021;вторая волна;2.468061230953766
Калининградская область;02.05.2022;как не заразиться;0
Калининградская область;02.07.2022;пропало обоняние;5.06221461765093
Калининградская область;04.11.2020;вторая волна;10.358043020405345
Калининградская область;07.07.2022;купить маску и респиратор;3.657052580187735
Калининградская область;29.03.2020;симптомы коронавируса;1557.722591405504
Калининградская область;14.12.2021;что делать дома;1.6640845621211087
Калининградская область;03.03.2020;пропало обоняние;12.335406429213831
Калининградская область;11.05.2020;как не заразиться;0
Калининградская область;18.03.2020;пульсоксиметр и сатурация;34.28706680779666
Калининградская область;16.05.2022;антитела;32.66490058437507
Калининградская область;04.09.2021;антитела;84.71919821750807
Калининградская область;08.08.2022;что делать дома;4.447223464974113
Калининградская область;18.08.2021;купить маску и респиратор;4.699120042780789
Калининградская область;17.06.2020;сделать КТ;7.57568105372673
Калининградская область;13.03.2021;симптомы коронавируса;78.84034610911942
Калининградская область;03.03.2022;что делать дома;2.426913499949035
Калининградская область;21.08.2021;симптомы коронавируса;167.81818098791254
Калининградская область;17.04.2022;пропало обоняние;3.691954400671197
Калининградская область;15.06.2022;как не заразиться;0
Калининградская область;02.08.2021;вторая волна;0.9694948447111633
Калининградская область;27.08.2020;симптомы коронавируса;146.4059133705498
Калининградская область;05.12.2020;пульсоксиметр и сатурация;212.29328955992645
Калининградская область;31.01.2021;симптомы коронавируса;142.02573209495375
Калининградская область;25.02.2021;вторая волна;0
Калининградская область;20.03.2020;как не заразиться;4.578471568836175
Калининградская область;26.05.2020;пропало обоняние;15.817546856658002
Калининградская область;06.06.2021;что делать если не едет скорая;0
Калининградская область;07.04.2022;пульсоксиметр и сатурация;18.936076539621375
Калининградская область;21.04.2022;что делать дома;0
Калининградская область;27.04.2021;сдать тест;131.98649966660554
Калининградская область;10.01.2022;сдать тест;236.8808210289257
Калининградская область;12.05.2022;как не заразиться;0
Калининградская область;20.07.2022;пропало обоняние;11.510117873198785
Калининградская область;07.04.2020;что делать дома;15.494323608974312
Калининградская область;29.06.2020;вторая волна;46.14291383272271
Калининградская область;19.03.2022;симптомы коронавируса;14.009919022668049
Калининградская область;23.04.2020;как не заразиться;1.836063406613684
Калининградская область;14.06.2021;вторая волна;0
Калининградская область;18.06.2022;симптомы коронавируса;8.132775696013109
Калининградская область;24.01.2021;сделать КТ;17.408918076703692
Калининградская область;13.03.2021;что делать если не едет скорая;0
Калининградская область;01.07.2020;что делать дома;8.868291928967516
Калининградская область;11.08.2020;сдать тест;146.7997651203758
Калининградская область;20.06.2021;что делать дома;1.0925546768988053
Калининградская область;13.02.2021;купить маску и респиратор;12.667309244717444
Калининградская область;15.04.2022;вторая волна;2.5438539217323983
Калининградская область;01.04.2020;вторая волна;1.0401248981977755
Калининградская область;27.10.2021;пульсоксиметр и сатурация;221.03837924279588
Калининградская область;10.12.2021;пропало обоняние;30.93219927053036
Калининградская область;07.02.2022;как не заразиться;0.7740465294849804
Калининградская область;02.10.2021;сделать КТ;20.7851161939958
Калининградская область;13.06.2022;сделать КТ;1.8701603756030099
Калининградская область;01.03.2020;антитела;19.776427487256562
Калининградская область;23.05.2020;купить маску и респиратор;31.691703112125243
Калининградская область;19.12.2020;антитела;263.6577023047883
Калининградская область;08.08.2021;что делать дома;6.19688750996666
Калининградская область;27.02.2021;что делать дома;4.620575654417906
Калининградская область;06.08.2022;вторая волна;2.033506079674802
Калининградская область;29.04.2020;лечение коронавируса;73.60698775670437
Калининградская область;25.02.2022;вторая волна;0.846971695052923
Калининградская область;04.01.2022;как не заразиться;0
Калининградская область;14.03.2022;пропало обоняние;6.2024446935759725
Калининградская область;16.06.2022;купить маску и респиратор;5.362764183170574
Калининградская область;12.10.2021;антитела;349.36589676774605
Калининградская область;27.06.2022;антитела;43.35556671024704
Калининградская область;19.03.2020;сделать КТ;2.1830271819629563
Калининградская область;14.06.2021;лечение коронавируса;87.78251168221915
Калининградская область;26.07.2021;купить маску и респиратор;10.296572168159498
Калининградская область;07.03.2020;пульсоксиметр и сатурация;1.3572351491329981
Калининградская область;25.09.2021;лечение коронавируса;180.39931083409346
Калининградская область;08.12.2021;вторая волна;0.8123628629941907
Калининградская область;27.07.2020;лечение коронавируса;41.16028419965644
Калининградская область;26.10.2021;что делать дома;3.331295690802459
Калининградская область;26.10.2020;лечение коронавируса;218.79377774806503
Калининградская область;06.11.2020;что делать дома;3.2704141979581713
Калининградская область;12.11.2020;пульсоксиметр и сатурация;280.230918340912
Калининградская область;18.11.2021;пропало обоняние;42.17109280920392
Калининградская область;24.01.2022;как не заразиться;2.32480285671775
Калининградская область;03.07.2022;вторая волна;1.0549513614674795
Калининградская область;17.02.2022;сдать тест;228.04913436033735
Калининградская область;08.06.2021;сдать тест;253.6670925884888
Калининградская область;02.05.2022;пульсоксиметр и сатурация;20.42329317433119
Калининградская область;16.04.2020;вторая волна;2.6596593508303457
Калининградская область;28.03.2021;что делать если не едет скорая;0
Калининградская область;12.12.2021;лечение коронавируса;99.80297822780209
Калининградская область;22.10.2020;что делать дома;3.101307304405717
Калининградская область;25.12.2021;как не заразиться;0
Калининградская область;24.02.2022;пропало обоняние;9.354274435703394
Калининградская область;02.04.2021;что делать дома;4.1826434934274985
Калининградская область;26.10.2020;сделать КТ;28.362156374749173
Калининградская область;18.05.2022;лечение коронавируса;26.605719543102555
Калининградская область;01.03.2022;что делать если не едет скорая;0
Калининградская область;10.07.2022;симптомы коронавируса;26.2241528193774
Калининградская область;03.09.2020;антитела;70.80090670838592
Калининградская область;04.12.2021;купить маску и респиратор;11.74526861429321
Калининградская область;24.01.2022;симптомы коронавируса;283.62594851956555
Калининградская область;23.11.2021;вторая волна;0.7911548883482664
Калининградская область;17.08.2022;пульсоксиметр и сатурация;14.8762620416368
Калининградская область;22.12.2021;пропало обоняние;46.295875285525675
Калининградская область;27.02.2022;как не заразиться;0
Калининградская область;10.11.2021;что делать дома;0.7794627163496203
Калининградская область;29.05.2020;сдать тест;152.85378007398123
Калининградская область;02.08.2022;симптомы коронавируса;64.98634835390482
Калининградская область;25.11.2020;что делать дома;1.858024622542298
Калининградская область;16.04.2021;пульсоксиметр и сатурация;49.69785731238044
Калининградская область;22.07.2022;вторая волна;0.9560393964714499
Калининградская область;17.01.2021;симптомы коронавируса;155.69353850039906
Калининградская область;11.01.2021;сдать тест;316.4682147236837
Калининградская область;05.05.2020;вторая волна;2.0956650121391394
Калининградская область;12.10.2020;симптомы коронавируса;345.35349618715264
Калининградская область;03.08.2021;симптомы коронавируса;206.7796142870928
Калининградская область;07.11.2020;что делать если не едет скорая;4.672569679695348
Калининградская область;21.11.2021;как не заразиться;0.8477299064699594
Калининградская область;21.01.2022;пропало обоняние;22.38848667926503
Калининградская область;07.10.2020;что делать дома;1.0570522828629625
Калининградская область;03.08.2020;купить маску и респиратор;13.74008566943415
Калининградская область;02.05.2021;симптомы коронавируса;65.85130774710703
Калининградская область;14.03.2021;что делать дома;3.8317442770504377
Калининградская область;30.12.2021;сделать КТ;8.291143504148163
Калининградская область;16.04.2021;сделать КТ;11.156661845636426
Калининградская область;20.07.2020;что делать дома;3.553466643608617
Калининградская область;22.11.2020;что делать если не едет скорая;1.0214744575204524
Калининградская область;07.03.2020;симптомы коронавируса;290.44832191446164
Калининградская область;02.08.2021;сдать тест;315.085824531128
Калининградская область;17.04.2022;сдать тест;23.074715004194985
Калининградская область;05.07.2021;что делать дома;2.9522880724609584
Калининградская область;31.03.2022;вторая волна;0
Калининградская область;25.02.2022;пульсоксиметр и сатурация;53.35921678833415
Калининградская область;09.01.2022;пропало обоняние;36.67023026083817
Калининградская область;09.03.2022;как не заразиться;0
Калининградская область;17.03.2020;вторая волна;0
Калининградская область;19.10.2020;сделать КТ;31.42827307722332
Калининградская область;20.07.2021;что делать дома;1.049388416430904
Калининградская область;08.12.2021;антитела;183.59400703668712
Калининградская область;29.03.2021;антитела;287.63521174590863
Калининградская область;07.09.2020;пульсоксиметр и сатурация;8.691844767998365
Калининградская область;12.02.2021;что делать дома;5.583722332655842
Калининградская область;01.08.2022;доставка еды на дом;92.08885233150198
Калининградская область;05.12.2021;как не заразиться;0
Калининградская область;12.02.2022;пропало обоняние;53.98386999194896
Калининградская область;21.05.2021;купить маску и респиратор;10.226108556649852
Калининградская область;18.03.2022;что делать если не едет скорая;0
Калининградская область;16.03.2022;вторая волна;1.6022932020307465
Калининградская область;10.12.2021;доставка еды на дом;61.86439854106072
Калининградская область;13.05.2022;симптомы коронавируса;18.288015341032295
Калининградская область;26.10.2020;сдать тест;551.0361809951268
Калининградская область;01.07.2022;купить антисептик;0
Калининградская область;25.05.2022;пульсоксиметр и сатурация;8.327698257512417
Калининградская область;01.12.2021;симптомы коронавируса;104.20157419402166
Калининградская область;19.02.2021;вызвать скорую;11.105042597933856
Калининградская область;04.08.2022;как не заразиться;0
Калининградская область;08.06.2021;сделать КТ;13.202004818731758
Калининградская область;17.02.2022;сделать КТ;9.849298161742144
Калининградская область;04.03.2020;купить антисептик;3.4055924368603163
Калининградская область;31.07.2021;вызвать скорую;25.582525739509418
Калининградская область;22.06.2020;антитела;66.77988543795516
Калининградская область;28.07.2022;антитела;47.828374400514804
Калининградская область;08.11.2020;симптомы коронавируса;546.3074582255392
Калининградская область;12.11.2021;что делать если не едет скорая;0.8274063458757104
Калининградская область;14.03.2022;доставка еды на дом;37.21466816145584
Калининградская область;30.07.2020;симптомы коронавируса;209.8865912785125
Калининградская область;06.11.2021;купить маску и респиратор;12.9502645091526
Калининградская область;25.03.2022;купить антисептик;2.652320559462817
Калининградская область;06.06.2020;пульсоксиметр и сатурация;50.07497712791585
Калининградская область;12.06.2021;вызвать скорую;23.726098328543824
Калининградская область;10.09.2021;симптомы коронавируса;174.46451636599596
Калининградская область;19.03.2020;сдать тест;103.69379114324042
Калининградская область;10.06.2020;купить антисептик;2.3440558260335527
Калининградская область;13.06.2021;симптомы коронавируса;101.62372123484113
Калининградская область;23.02.2021;пульсоксиметр и сатурация;47.27844271113502
Калининградская область;23.06.2020;вызвать скорую;5.7170037412072485
Калининградская область;25.03.2021;вызвать скорую;11.295258045304253
Калининградская область;25.05.2021;антитела;228.00540698536565
Калининградская область;07.02.2022;антитела;139.32837530729648
Калининградская область;18.04.2020;симптомы коронавируса;370.7910208444682
Калининградская область;18.11.2021;доставка еды на дом;60.132854561272254
Калининградская область;19.07.2022;купить антисептик;0
Калининградская область;14.10.2020;вызвать скорую;17.64333988424009
Калининградская область;26.10.2021;что делать если не едет скорая;0
Калининградская область;20.05.2022;купить маску и респиратор;3.5930058548030406
Калининградская область;18.08.2022;как не заразиться;0
Калининградская область;29.10.2020;вызвать скорую;15.795193206803306
Калининградская область;24.02.2022;доставка еды на дом;43.65328069994918
Калининградская область;13.06.2022;сдать тест;32.727806573052675
Калининградская область;02.10.2021;сдать тест;255.65692918614837
Калининградская область;11.08.2022;что делать если не едет скорая;0
Калининградская область;18.10.2021;вызвать скорую;42.522607853175266
Калининградская область;29.10.2020;купить маску и респиратор;25.27230913088529
Калининградская область;16.04.2022;купить антисептик;0
Калининградская область;12.07.2021;пульсоксиметр и сатурация;95.18320122257535
Калининградская область;27.05.2020;купить антисептик;1.1532189801392627
Калининградская область;11.08.2020;сделать КТ;13.45664513603445
Калининградская область;06.03.2021;вызвать скорую;13.08973728897261
Калининградская область;22.02.2021;антитела;177.26100336459334
Калининградская область;19.06.2022;купить антисептик;0
Калининградская область;17.08.2020;пульсоксиметр и сатурация;12.200686654644924
Калининградская область;22.12.2021;доставка еды на дом;50.42943557887619
Калининградская область;29.09.2020;вызвать скорую;13.757065046578248
Калининградская область;30.04.2021;купить маску и респиратор;2.9234266848438843
Калининградская область;18.10.2020;что делать если не едет скорая;1.083885121183776
Калининградская область;24.03.2020;купить антисептик;30.09865670809877
Калининградская область;30.07.2022;купить маску и респиратор;7.442002876865684
Калининградская область;17.11.2020;вызвать скорую;30.34959979914083
Калининградская область;16.05.2022;купить антисептик;0
Калининградская область;19.10.2020;сдать тест;457.2306825105715
Калининградская область;14.04.2022;что делать если не едет скорая;0
Калининградская область;02.11.2021;вызвать скорую;26.540334673620233
Калининградская область;21.01.2022;доставка еды на дом;77.94510177225602
Калининградская область;05.03.2020;что делать если не едет скорая;0
Калининградская область;27.04.2020;купить антисептик;17.073111556609494
Калининградская область;16.11.2021;пульсоксиметр и сатурация;109.19423486555861
Калининградская область;17.04.2022;сделать КТ;2.7689658005033984
Калининградская область;02.08.2021;сделать КТ;14.542422670667449
Калининградская область;06.03.2020;лечение коронавируса;56.684595317079456
Калининградская область;15.05.2020;антитела;93.12364647366618
Калининградская область;28.05.2022;купить антисептик;0
Калининградская область;21.04.2021;лечение коронавируса;47.91662146230679
Калининградская область;11.05.2021;пульсоксиметр и сатурация;35.74227073395378
Калининградская область;16.04.2021;сдать тест;163.2929597406786
Калининградская область;30.12.2021;сдать тест;228.00644636407446
Калининградская область;29.07.2021;лечение коронавируса;120.66590938406296
Калининградская область;09.01.2022;доставка еды на дом;65.81836200663261
Калининградская область;07.04.2020;купить антисептик;7.291446404223206
Калининградская область;30.03.2022;что делать если не едет скорая;0
Калининградская область;28.08.2020;купить маску и респиратор;14.045948127036663
Калининградская область;04.02.2021;вызвать скорую;12.643442284144832
Калининградская область;21.10.2020;лечение коронавируса;168.13880412030684
Калининградская область;11.01.2021;сделать КТ;43.5143795245065
Калининградская область;24.01.2021;лечение коронавируса;93.18891441059036
Калининградская область;12.07.2021;вызвать скорую;29.612551491467883
Калининградская область;05.05.2022;антитела;52.242936183620856
Калининградская область;24.08.2021;антитела;195.59387562810952
Калининградская область;29.05.2020;сделать КТ;10.582184774352546
Калининградская область;19.03.2022;купить маску и респиратор;5.003542508095732
Калининградская область;01.10.2020;что делать если не едет скорая;0
Калининградская область;28.04.2022;купить антисептик;0.852662481230767
Калининградская область;05.08.2022;лечение коронавируса;44.66310619000876
Калининградская область;12.02.2022;доставка еды на дом;71.6682411962081
Калининградская область;01.08.2022;пропало обоняние;13.41099791235466
Калининградская область;23.01.2022;лечение коронавируса;234.2080609677793
Калининградская область;07.05.2020;купить антисептик;9.12100841869077
Калининградская область;27.06.2021;вызвать скорую;19.463516782703575
Калининградская область;25.06.2022;лечение коронавируса;12.90510291232977
Калининградская область;12.07.2020;вызвать скорую;14.742600889648951
Калининградская область;28.11.2020;антитела;222.46505108627494
Калининградская область;22.06.2020;что делать если не едет скорая;0
Калининградская область;26.04.2020;доставка еды на дом;116.57779879325636
Калининградская область;19.06.2020;пульсоксиметр и сатурация;21.433578600715126
Калининградская область;20.01.2022;купить антисептик;4.862260270309256
Калининградская область;27.03.2020;вызвать скорую;22.702641990089703
Калининградская область;17.05.2022;доставка еды на дом;43.36861192620462
Калининградская область;25.03.2022;вызвать скорую;11.49338909100554
Калининградская область;02.03.2021;купить маску и респиратор;1.9209896938902924
Калининградская область;21.07.2020;сдать тест;155.51783251207954
Калининградская область;23.03.2020;доставка еды на дом;66.17980390924102
Калининградская область;21.12.2021;купить антисептик;0.8225023482442043
Калининградская область;10.03.2022;вызвать скорую;18.121451544026463
Калининградская область;27.06.2022;что делать если не едет скорая;0
Калининградская область;08.01.2022;пульсоксиметр и сатурация;78.6755640414294
Калининградская область;13.09.2021;сделать КТ;21.599503729802304
Калининградская область;25.05.2022;сделать КТ;2.4983094772537253
Калининградская область;20.06.2022;доставка еды на дом;64.0810816193809
Калининградская область;30.05.2020;что делать если не едет скорая;0
Калининградская область;19.08.2022;вызвать скорую;25.80147011043029
Калининградская область;07.06.2020;симптомы коронавируса;209.3900989891693
Калининградская область;17.11.2021;вызвать скорую;19.96672744538501
Калининградская область;22.05.2021;симптомы коронавируса;65.78374971617495
Калининградская область;10.03.2022;сдать тест;70.12213858340674
Калининградская область;29.06.2021;сдать тест;517.7011159681687
Калининградская область;14.07.2022;что делать если не едет скорая;0
Калининградская область;03.11.2021;симптомы коронавируса;214.933072229453
Калининградская область;06.05.2020;доставка еды на дом;68.7901213397923
Калининградская область;05.07.2021;пульсоксиметр и сатурация;167.29632410612098
Калининградская область;16.06.2020;что делать если не едет скорая;0
Калининградская область;11.02.2022;купить антисептик;0
Калининградская область;20.07.2020;симптомы коронавируса;265.32550938944337
Калининградская область;22.10.2020;купить маску и респиратор;22.74292023230859
Калининградская область;14.11.2020;сделать КТ;52.030489867062094
Калининградская область;29.04.2022;доставка еды на дом;51.10916003920803
Калининградская область;02.11.2021;антитела;404.2977648614816
Калининградская область;18.07.2022;антитела;40.51330355605522
Калининградская область;20.12.2020;симптомы коронавируса;450.2257469942676
Калининградская область;01.04.2020;сделать КТ;2.080249796395551
Калининградская область;15.05.2020;вызвать скорую;13.45119337952956
Калининградская область;21.01.2022;купить маску и респиратор;15.754860996519833
Калининградская область;06.04.2020;доставка еды на дом;84.27775354406477
Калининградская область;16.07.2022;вызвать скорую;17.20329806338651
Калининградская область;19.12.2021;симптомы коронавируса;122.15205166407652
Калининградская область;08.01.2022;купить антисептик;1.9189161961324246
Калининградская область;07.07.2020;что делать если не едет скорая;0
Калининградская область;24.03.2022;симптомы коронавируса;12.890019773290332
Калининградская область;29.05.2022;доставка еды на дом;62.21316143358267
Калининградская область;21.07.2022;пульсоксиметр и сатурация;17.61645455150464
Калининградская область;06.12.2021;вызвать скорую;20.50492979522137
Калининградская область;09.06.2020;доставка еды на дом;53.65370301876282
Калининградская область;24.01.2021;сдать тест;117.76621051887793
Калининградская область;15.06.2022;лечение коронавируса;9.668799662470994
Калининградская область;06.03.2022;лечение коронавируса;72.84445121770044
Калининградская область;26.03.2022;доставка еды на дом;58.110085683321344
Калининградская область;10.01.2022;сделать КТ;15.228052780430938
Калининградская область;27.04.2021;сделать КТ;2.571165577920887
Калининградская область;13.03.2022;купить антисептик;0.8931689545189436
Калининградская область;16.09.2020;антитела;92.94770363845998
Калининградская область;24.04.2020;пульсоксиметр и сатурация;26.786952840612845
Калининградская область;11.02.2021;лечение коронавируса;80.54281728448858
Калининградская область;30.04.2020;вызвать скорую;8.02143326969663
Калининградская область;03.03.2020;доставка еды на дом;28.035014611849615
Калининградская область;12.09.2021;купить маску и респиратор;2.914205781784271
Калининградская область;01.09.2020;лечение коронавируса;40.4930023030395
Калининградская область;01.07.2022;вызвать скорую;13.066624853467134
Калининградская область;30.12.2020;пульсоксиметр и сатурация;157.75417216649473
Калининградская область;02.07.2022;доставка еды на дом;70.87100464711303
Калининградская область;13.07.2021;что делать если не едет скорая;1.06596511948936
Калининградская область;12.08.2021;лечение коронавируса;91.75903070196667
Калининградская область;09.12.2021;купить антисептик;0
Калининградская область;17.06.2020;сдать тест;175.50327774466925
Калининградская область;06.03.2021;лечение коронавируса;57.11885362460775
Калининградская область;25.11.2021;антитела;351.4296613127074
Калининградская область;16.03.2021;антитела;236.69000481015172
Калининградская область;16.03.2020;лечение коронавируса;384.48029233798366
Калининградская область;26.05.2020;доставка еды на дом;66.65966175305873
Калининградская область;28.07.2021;что делать если не едет скорая;0
Калининградская область;28.03.2022;купить маску и респиратор;1.6291819063057487
Калининградская область;17.04.2022;доставка еды на дом;53.53333880973236
Калининградская область;15.04.2020;вызвать скорую;17.335078397892055
Калининградская область;23.02.2022;купить антисептик;0
Калининградская область;13.04.2022;вызвать скорую;10.805230729078788
Калининградская область;27.12.2020;купить маску и респиратор;15.843302426706448
Калининградская область;20.07.2021;сдать тест;369.38472258367824
Калининградская область;04.04.2022;сдать тест;35.01110080228698
Калининградская область;20.07.2022;доставка еды на дом;55.63223638712747
Калининградская область;05.04.2020;купить маску и респиратор;115.4659901718066
Калининградская область;09.09.2021;пульсоксиметр и сатурация;98.46545377425659
Калининградская область;23.02.2022;вызвать скорую;15.361769675866661
Калининградская область;17.11.2021;купить антисептик;1.5973381956308008
Калининградская область;08.10.2020;сделать КТ;10.576403409409403
Калининградская область;31.07.2022;вызвать скорую;24.64814769170097
Калининградская область;06.07.2022;сдать тест;45.23923070688183
Калининградская область;21.10.2021;сдать тест;455.6195527742985
Калининградская область;03.12.2020;доставка еды на дом;59.36820550352998
Калининградская область;14.06.2021;вызвать скорую;21.435264480541882
Калининградская область;29.06.2020;вызвать скорую;12.689301303998745
Калининградская область;01.06.2022;пульсоксиметр и сатурация;12.477799914319107
Калининградская область;17.09.2020;купить антисептик;2.1319802365432072
Калининградская область;29.08.2021;как не заразиться;0
Калининградская область;06.11.2021;пропало обоняние;92.50188935108999
Калининградская область;29.06.2020;сделать КТ;4.6142913832722705
Калининградская область;04.08.2022;сделать КТ;5.846260877699145
Калининградская область;02.01.2021;доставка еды на дом;137.42896408275453
