"Страна";"Дата";"Заражений";"Выздоровлений";"Смертей";"Заражений за день";"Выздоровлений за день";"Смертей за день"
Колумбия;13.07.2022;6198848;"";140202;0;"";0
Бруней;03.07.2022;164727;"";225;0;"";0
Киргизия;18.05.2022;200993;"";2991;0;"";0
Парагвай;12.01.2022;475686;"";16670;0;"";0
Марокко;15.04.2022;1164296;"";16062;37;"";1
Сент-Люсия;10.07.2022;27252;"";385;0;"";0
Россия;06.02.2022;12612259;"";328664;178616;"";650
Нигерия;07.01.2022;247009;"";3070;814;"";4
Соломоновы острова;18.04.2022;12437;"";139;0;"";0
США;04.06.2022;84838389;"";1008822;26398;"";153
Норвегия;14.05.2022;1429717;"";3061;87;"";0
Уругвай;01.05.2022;897867;"";7203;0;"";0
Руанда;12.05.2022;129898;"";1459;23;"";0
Папский Престол;04.05.2022;29;"";0;0;"";0
Исландия;14.07.2022;198721;"";179;0;"";0
Монголия;04.01.2022;695196;"";1989;1347;"";2
Сейшельские острова;12.03.2022;39605;"";163;0;"";0
Гана;27.07.2022;167215;"";1456;0;"";0
Латвия;15.05.2022;825699;"";5798;0;"";0
Венесуэла;04.03.2022;516236;"";5645;293;"";2
Палау;08.05.2022;4732;"";6;0;"";0
Шри-Ланка;02.06.2022;663845;"";16518;7;"";0
Индонезия;20.04.2022;6041269;"";155937;0;"";0
Барбадос;04.03.2022;55863;"";316;158;"";0
Испания;25.02.2022;10977524;"";99410;27527;"";248
Коморские острова;25.02.2022;8026;"";160;0;"";0
Судно "Diamond Princess";09.07.2022;712;"";13;0;"";0
Болгария;05.04.2022;1142698;"";36636;839;"";28
Западный берег реки Иордан;08.06.2022;657879;"";5660;0;"";0
Казахстан;22.01.2022;1231856;"";18357;14318;"";0
Мавритания;22.07.2022;62233;"";989;48;"";0
Хорватия;21.06.2022;1142345;"";16035;397;"";4
Мальдивы;15.05.2022;179483;"";298;0;"";0
Чехия;14.03.2022;3685973;"";39155;0;"";0
ОАЭ;15.01.2022;802181;"";2188;3116;"";3
Австралия;09.04.2022;5059642;"";6562;39025;"";12
Micronesia;19.01.2022;1;"";0;0;"";0
Эфиопия;15.01.2022;456279;"";7131;1723;"";14
Сьерра-Леоне;10.02.2022;7648;"";125;10;"";0
Албания;15.01.2022;230940;"";3265;2163;"";3
Фиджи;04.01.2022;55009;"";702;0;"";0
Танзания;17.02.2022;33549;"";796;0;"";0
Antarctica;08.03.2022;11;"";0;0;"";0
Лаос;28.02.2022;142743;"";621;134;"";0
Нигер;26.07.2022;9104;"";311;0;"";0
Новая Зеландия;12.07.2022;1468071;"";1305;11826;"";0
Индия;28.04.2022;43072176;"";523753;3377;"";60
Ямайка;19.05.2022;133538;"";3018;288;"";5
Того;08.07.2022;37554;"";275;14;"";0
Малави;15.07.2022;86900;"";2652;77;"";1
Бахрейн;09.05.2022;573757;"";1477;947;"";0
Тонга;09.05.2022;10765;"";11;0;"";0
Черногория;07.01.2022;185606;"";2433;2386;"";5
Великобритания;25.07.2022;23422751;"";183416;0;"";0
Франция;17.02.2022;22223882;"";137143;93618;"";287
Таиланд;21.02.2022;2731198;"";22656;18883;"";32
Маврикий;24.01.2022;70218;"";786;0;"";0
Канада;24.04.2022;3716424;"";38833;4657;"";26
Кипр;09.02.2022;280643;"";761;2779;"";5
Эсватини;22.03.2022;69597;"";1392;34;"";0
Германия;04.06.2022;26493235;"";139386;0;"";0
Бутан;03.03.2022;13846;"";6;311;"";0
Украина;21.04.2022;5227305;"";115250;1021;"";10
Сомали;23.07.2022;26912;"";1361;0;"";0
Камбоджа;12.03.2022;133943;"";3046;205;"";1
Греция;02.07.2022;3708210;"";30276;15839;"";26
Алжир;04.01.2022;219953;"";6303;421;"";5
Либерия;09.06.2022;7456;"";294;0;"";0
Вануату;23.06.2022;11033;"";14;7;"";0
Гвинея;27.05.2022;36661;"";442;0;"";0
Словакия;28.02.2022;2119358;"";18485;7086;"";32
Афганистан;05.03.2022;174331;"";7622;117;"";3
Тунис;30.07.2022;1128693;"";29041;0;"";0
Болгария;11.04.2022;1146279;"";36730;871;"";30
Западный берег реки Иордан;14.06.2022;657879;"";5660;0;"";0
Судно "Diamond Princess";15.07.2022;712;"";13;0;"";0
Барбадос;10.03.2022;56679;"";323;128;"";0
Испания;07.03.2022;11136425;"";100574;35997;"";161
Коморские острова;07.03.2022;8048;"";160;1;"";0
Хорватия;30.05.2022;1136453;"";15984;36;"";1
Казахстан;13.02.2022;1378771;"";18736;1381;"";0
Мали;11.01.2022;26513;"";675;502;"";0
Латвия;20.01.2022;319027;"";4773;4885;"";14
Индонезия;25.03.2022;5986830;"";154343;0;"";0
Шри-Ланка;12.06.2022;663950;"";16519;13;"";0
Палау;02.05.2022;4610;"";6;0;"";0
Венесуэла;10.03.2022;517720;"";5655;556;"";3
Исландия;04.07.2022;195259;"";179;0;"";0
Папский Престол;14.05.2022;29;"";0;0;"";0
Россия;28.04.2022;17902334;"";368011;7547;"";161
Руанда;23.01.2022;128009;"";1432;107;"";0
Соломоновы острова;27.03.2022;10778;"";133;352;"";4
Уругвай;11.05.2022;902540;"";7213;0;"";0
Норвегия;04.05.2022;1427148;"";3006;350;"";74
США;10.06.2022;85552934;"";1011486;107831;"";372
Сейшельские острова;02.03.2022;39403;"";163;0;"";0
Киргизия;22.04.2022;200983;"";2991;0;"";0
Колумбия;03.07.2022;6175181;"";140070;0;"";0
Косово и Метохия;05.06.2022;228397;"";3139;4;"";0
Камерун;04.02.2022;116718;"";1880;0;"";0
Сент-Люсия;16.07.2022;27464;"";385;0;"";0
Кувейт;19.07.2022;648216;"";2556;0;"";0
Марокко;24.03.2022;1162764;"";16056;78;"";1
Словакия;28.04.2022;2528216;"";19879;1361;"";6
Summer Olympics 2020;15.06.2022;865;"";0;0;"";0
Лесото;08.07.2022;33938;"";699;0;"";0
Сербия;06.01.2022;1327455;"";12850;9122;"";19
Гвинея-Бисау;23.06.2022;8347;"";171;0;"";0
Камбоджа;18.05.2022;136262;"";3056;0;"";0
Алжир;20.07.2022;266591;"";6875;49;"";0
Эсватини;28.01.2022;68301;"";1373;62;"";0
Кипр;11.04.2022;459839;"";985;2254;"";3
Доминика;27.05.2022;14184;"";65;0;"";0
Украина;03.02.2022;4363754;"";107524;40745;"";221
Бутан;25.04.2022;57909;"";20;138;"";0
Антигуа и Барбуда;29.07.2022;8741;"";144;0;"";0
Тонга;17.03.2022;2530;"";2;458;"";0
Бахрейн;17.03.2022;542305;"";1464;1121;"";0
Маврикий;26.03.2022;204200;"";968;0;"";0
Таиланд;01.05.2022;4262484;"";28617;11535;"";91
Узбекистан;21.03.2022;237508;"";1637;32;"";0
Франция;05.05.2022;29040934;"";147535;44357;"";122
Грузия;24.02.2022;1584454;"";16022;8455;"";41
Уганда;15.01.2022;157754;"";3394;527;"";9
Новая Зеландия;12.01.2022;14889;"";51;39;"";0
Нигер;02.01.2022;7438;"";276;0;"";0
Лаос;28.04.2022;206881;"";739;369;"";2
Antarctica;22.05.2022;11;"";0;0;"";0
Монако;22.02.2022;9267;"";51;79;"";0
Индия;28.02.2022;42931045;"";514023;6915;"";180
Албания;13.07.2022;290954;"";3517;1563;"";1
Гайана;27.01.2022;58604;"";1156;408;"";2
Эфиопия;13.07.2022;490695;"";7559;138;"";7
Korea, North;26.06.2022;1;"";6;0;"";0
Сьерра-Леоне;10.04.2022;7677;"";125;0;"";0
Сент-Китс и Невис;26.05.2022;5701;"";43;4;"";0
Австралия;15.02.2022;2969890;"";4726;24394;"";62
Micronesia;04.04.2022;1;"";0;0;"";0
Winter Olympics 2022;02.06.2022;535;"";0;0;"";0
Фиджи;20.07.2022;66975;"";870;0;"";0
Танзания;05.05.2022;33872;"";803;0;"";0
Иордания;06.06.2022;1697271;"";14068;334;"";2
Мальдивы;15.03.2022;174658;"";297;0;"";0
Мьянма;15.04.2022;612527;"";19434;47;"";0
Бельгия;22.06.2022;4197345;"";31868;0;"";0
ОАЭ;13.07.2022;967597;"";2325;1522;"";1
Чехия;12.05.2022;3915231;"";40240;1118;"";7
Гондурас;15.06.2022;425655;"";10902;0;"";0
Мальта;30.04.2022;91741;"";698;136;"";0
Швеция;28.06.2022;2515769;"";19093;0;"";0
Сент-Люсия;08.01.2022;14654;"";306;240;"";1
Турция;09.01.2022;9978452;"";83702;61727;"";173
Парагвай;06.07.2022;660841;"";18994;0;"";0
Марокко;30.01.2022;1131395;"";15362;2255;"";34
Киргизия;02.03.2022;200556;"";2960;29;"";2
Гренада;01.07.2022;18376;"";232;19;"";0
Джибути;28.05.2022;15675;"";189;0;"";0
Панама;25.05.2022;839746;"";8236;3825;"";4
Камерун;20.04.2022;119780;"";1927;0;"";0
Судан;06.07.2022;62704;"";4952;0;"";0
Польша;26.06.2022;6013076;"";116417;97;"";0
Сейшельские острова;22.04.2022;42079;"";165;0;"";0
Эквадор;01.06.2022;878196;"";35645;914;"";8
Япония;30.03.2022;6504032;"";28018;53609;"";96
Монголия;28.06.2022;928586;"";2116;0;"";0
Папский Престол;16.03.2022;29;"";0;0;"";0
Сан-Томе и Принсипи;27.07.2022;6100;"";74;0;"";0
Норвегия;18.02.2022;1119204;"";1548;15248;"";0
Уругвай;19.03.2022;874404;"";7134;1466;"";7
Чили;28.07.2022;4214769;"";59477;9945;"";72
Нигерия;25.06.2022;256958;"";3144;247;"";0
Соломоновы острова;27.01.2022;755;"";5;79;"";3
Нидерланды;12.02.2022;5823167;"";21955;60288;"";15
Индонезия;25.01.2022;4294183;"";144247;4878;"";20
Венесуэла;16.05.2022;523059;"";5712;39;"";0
Палау;24.02.2022;3696;"";6;29;"";0
ЮАР;30.07.2022;4004555;"";101982;0;"";0
Гамбия;15.04.2022;11994;"";365;0;"";0
Италия;07.01.2022;7083762;"";138697;108297;"";223
Мали;17.07.2022;31200;"";737;2;"";0
Мексика;13.06.2022;5823844;"";325194;0;"";0
Казахстан;07.04.2022;1394004;"";19013;20;"";0
Судно "Diamond Princess";09.01.2022;712;"";13;0;"";0
Болгария;09.02.2022;1018851;"";34152;7263;"";108
Коморские острова;23.05.2022;8114;"";160;4;"";0
Барбадос;16.05.2022;76895;"";434;324;"";1
Испания;23.05.2022;12234806;"";105952;0;"";0
Люксембург;14.07.2022;274677;"";1102;1276;"";2
Winter Olympics 2022;10.01.2022;0;"";0;0;"";0
Танзания;15.05.2022;35354;"";840;0;"";0
Фиджи;28.06.2022;65558;"";865;0;"";0
Гайана;16.05.2022;63861;"";1228;12;"";0
Сент-Китс и Невис;17.06.2022;5899;"";43;9;"";0
Эфиопия;03.07.2022;489341;"";7541;86;"";3
Сьерра-Леоне;04.04.2022;7675;"";125;1;"";0
Албания;03.07.2022;282690;"";3502;549;"";1
Micronesia;10.04.2022;1;"";0;0;"";0
Австралия;20.01.2022;2086522;"";2978;63941;"";88
Бельгия;31.05.2022;4152558;"";31754;0;"";0
ОАЭ;03.07.2022;951196;"";2319;1812;"";2
Чехия;06.05.2022;3912121;"";40212;797;"";9
Иордания;16.06.2022;1697673;"";14068;0;"";0
Мьянма;27.02.2022;586198;"";19365;1959;"";5
Мальдивы;17.02.2022;162974;"";290;805;"";1
Грузия;10.04.2022;1651470;"";16771;148;"";1
Индия;06.03.2022;42967315;"";515102;4362;"";66
Того;10.01.2022;34385;"";254;470;"";1
Уганда;05.06.2022;164366;"";3602;0;"";0
Лаос;20.05.2022;209698;"";754;91;"";0
Antarctica;26.04.2022;11;"";0;0;"";0
Монако;12.04.2022;11261;"";56;67;"";1
Украина;24.01.2022;4055643;"";105871;13491;"";80
Доминика;18.06.2022;14781;"";67;0;"";0
Бангладеш;01.08.2022;2005606;"";29292;349;"";1
Бутан;17.05.2022;59574;"";21;0;"";0
Эсватини;07.02.2022;68579;"";1378;26;"";0
Кипр;05.04.2022;447161;"";954;2987;"";3
Таиланд;11.05.2022;4345218;"";29252;7650;"";56
Маврикий;21.04.2022;220344;"";990;0;"";0
Франция;15.05.2022;29375134;"";148313;22844;"";7
Узбекистан;08.03.2022;236994;"";1637;27;"";0
Бахрейн;23.02.2022;501643;"";1444;3006;"";2
Тонга;23.02.2022;289;"";0;35;"";0
Босния и Герцеговина;01.08.2022;385367;"";15862;391;"";9
Словакия;20.05.2022;2540471;"";20075;609;"";6
Сербия;29.05.2022;2016921;"";16079;128;"";1
Боливия;01.08.2022;1037500;"";22061;0;"";0
Алжир;28.06.2022;266062;"";6875;13;"";0
Гвинея-Бисау;28.05.2022;8260;"";171;0;"";0
Камбоджа;22.04.2022;136172;"";3056;26;"";0
Казахстан;01.04.2022;1393820;"";19012;18;"";1
Мексика;07.06.2022;5797427;"";325042;5110;"";19
Италия;28.05.2022;17373741;"";166542;18622;"";66
Мали;07.07.2022;31182;"";737;1;"";0
Северная Македония;31.07.2022;327009;"";9370;0;"";0
Коморские острова;27.04.2022;8105;"";160;0;"";0
Барбадос;24.04.2022;67611;"";389;355;"";0
Испания;27.04.2022;11833457;"";104227;0;"";0
Болгария;18.01.2022;841785;"";32338;11181;"";91
Палау;18.03.2022;3945;"";6;10;"";0
Венесуэла;24.04.2022;522176;"";5706;55;"";1
Нидерланды;30.04.2022;8145596;"";22855;1596;"";6
Индонезия;04.02.2022;4446694;"";144453;32211;"";42
Гамбия;27.02.2022;11924;"";365;0;"";0
Монголия;20.07.2022;933241;"";2119;1183;"";0
Эквадор;11.06.2022;887478;"";35652;0;"";0
Япония;15.03.2022;5855769;"";26462;50695;"";188
Сейшельские острова;18.05.2022;43563;"";167;90;"";0
Уругвай;21.02.2022;819379;"";6895;3675;"";16
Норвегия;16.03.2022;1368165;"";1826;4759;"";73
Нигерия;21.07.2022;259720;"";3146;235;"";0
Соломоновы острова;02.02.2022;2167;"";15;681;"";3
Исландия;14.01.2022;44974;"";44;1206;"";1
Папский Престол;18.02.2022;29;"";0;0;"";0
Марокко;05.02.2022;1146041;"";15575;2067;"";35
Парагвай;12.07.2022;673829;"";19036;0;"";0
Мальта;12.02.2022;69901;"";585;107;"";6
Гондурас;05.06.2022;425471;"";10900;54;"";0
Турция;03.06.2022;15072747;"";98965;0;"";0
Камерун;25.03.2022;119544;"";1927;0;"";0
Судан;12.07.2022;62795;"";4955;50;"";3
Киргизия;12.03.2022;200720;"";2972;13;"";1
Колумбия;15.01.2022;5511479;"";130860;35575;"";129
Джибути;23.06.2022;15690;"";189;0;"";0
Панама;02.01.2022;498785;"";7433;977;"";3
Гренада;23.07.2022;18720;"";233;0;"";0
Чехия;09.03.2022;3653041;"";39032;10527;"";46
ОАЭ;02.01.2022;767093;"";2168;2600;"";3
Мальдивы;18.05.2022;179560;"";298;0;"";0
Узбекистан;02.07.2022;240945;"";1637;89;"";0
Танзания;02.03.2022;33620;"";798;0;"";0
Фиджи;09.01.2022;57257;"";709;0;"";0
Micronesia;30.01.2022;1;"";0;0;"";0
Австралия;20.04.2022;5563493;"";6891;53901;"";46
Эфиопия;02.01.2022;426656;"";6958;2316;"";11
Сьерра-Леоне;05.02.2022;7627;"";125;0;"";0
Албания;02.01.2022;210885;"";3220;661;"";3
Индия;03.05.2022;43088118;"";523920;3205;"";31
Того;25.06.2022;37328;"";275;29;"";1
Antarctica;19.03.2022;11;"";0;0;"";0
Нигер;13.07.2022;9096;"";311;0;"";0
Лаос;23.02.2022;141694;"";616;253;"";3
Новая Зеландия;23.07.2022;1569357;"";1411;5849;"";0
Суринам;29.07.2022;80966;"";1380;0;"";0
Summer Olympics 2020;09.05.2022;865;"";0;0;"";0
Лесото;31.03.2022;32910;"";697;11;"";0
Сербия;02.02.2022;1714863;"";13748;17851;"";61
Франция;02.03.2022;23017711;"";139781;58343;"";187
Маврикий;21.01.2022;70134;"";786;40;"";0
Таиланд;26.02.2022;2844897;"";22849;25615;"";40
Бахрейн;20.05.2022;580346;"";1480;414;"";0
Тонга;20.05.2022;11394;"";11;0;"";0
Мьянма;25.07.2022;613966;"";19434;15;"";0
Люксембург;24.02.2022;181195;"";988;819;"";0
Бутан;20.02.2022;10078;"";6;521;"";1
Winter Olympics 2022;06.05.2022;535;"";0;0;"";0
Германия;30.05.2022;26305996;"";139000;61889;"";136
Украина;08.04.2022;5213143;"";115072;2025;"";20
Korea, North;27.03.2022;0;"";0;0;"";0
Кипр;06.02.2022;273634;"";745;2214;"";4
Эсватини;02.04.2022;69838;"";1394;6;"";0
Алжир;09.01.2022;222157;"";6339;415;"";9
Уганда;09.02.2022;162510;"";3570;68;"";2
Камбоджа;15.03.2022;134352;"";3048;139;"";1
Вануату;12.06.2022;10497;"";14;107;"";0
Либерия;22.06.2022;7493;"";294;0;"";0
Словакия;23.02.2022;2052260;"";18314;26614;"";35
Барбадос;13.03.2022;57023;"";325;101;"";1
Испания;20.03.2022;11324637;"";101703;0;"";0
Коморские острова;20.03.2022;8076;"";160;0;"";0
Судно "Diamond Princess";20.07.2022;712;"";13;0;"";0
Болгария;14.04.2022;1148362;"";36764;550;"";8
Западный берег реки Иордан;17.06.2022;658100;"";5660;0;"";0
Судно "MS Zaandam";30.07.2022;9;"";2;0;"";0
Польша;27.03.2022;5943227;"";114828;3492;"";7
Казахстан;02.02.2022;1340410;"";18547;7767;"";19
Мали;06.01.2022;23600;"";670;766;"";0
Япония;09.07.2022;9639819;"";31416;54984;"";12
Хорватия;04.06.2022;1137864;"";15998;267;"";0
Панама;28.04.2022;774549;"";8184;874;"";1
Швеция;25.03.2022;2481736;"";18189;0;"";0
Палау;29.04.2022;4610;"";6;124;"";0
Мальта;08.06.2022;95467;"";723;102;"";0
Венесуэла;13.03.2022;518410;"";5658;411;"";2
Шри-Ланка;23.06.2022;664047;"";16520;11;"";0
Индонезия;30.03.2022;6009486;"";155000;3840;"";118
Турция;15.02.2022;13079683;"";91117;94730;"";309
Соломоновы острова;01.04.2022;11470;"";133;0;"";0
Уругвай;22.05.2022;908078;"";7215;0;"";0
США;21.06.2022;86543899;"";1014362;111734;"";451
Норвегия;23.04.2022;1423509;"";2871;289;"";0
Папский Престол;19.05.2022;29;"";0;0;"";0
Исландия;29.06.2022;193987;"";153;0;"";0
Италия;01.02.2022;11116422;"";146925;133306;"";427
Сейшельские острова;17.02.2022;38916;"";159;87;"";0
Косово и Метохия;25.05.2022;228329;"";3139;8;"";0
Камерун;15.02.2022;118675;"";1915;0;"";0
Гамбия;25.07.2022;12028;"";368;0;"";0
Киргизия;05.05.2022;200993;"";2991;0;"";0
Колумбия;30.06.2022;6175181;"";140070;23827;"";100
Марокко;04.04.2022;1163561;"";16060;35;"";0
Нидерланды;12.01.2022;3537795;"";21595;35669;"";11
Сент-Люсия;19.07.2022;27533;"";385;69;"";0
Уганда;03.05.2022;164104;"";3597;0;"";0
Камбоджа;17.02.2022;124787;"";3015;444;"";0
Мадагаскар;01.08.2022;66491;"";1408;0;"";0
Монако;12.07.2022;13576;"";60;96;"";1
Либерия;31.05.2022;7456;"";294;1;"";0
Вануату;02.06.2022;9438;"";14;215;"";0
Грузия;14.07.2022;1667453;"";16847;5154;"";3
Словакия;17.03.2022;2322231;"";19040;13202;"";31
Тонга;28.04.2022;10065;"";11;227;"";0
Бахрейн;28.04.2022;567988;"";1475;374;"";0
Франция;12.03.2022;23635798;"";141104;70524;"";50
Таиланд;08.03.2022;3066800;"";23369;18943;"";69
Маврикий;16.02.2022;138373;"";878;3503;"";37
Гайана;24.06.2022;66947;"";1249;112;"";0
Кипр;31.01.2022;256746;"";733;3396;"";2
Korea, North;10.03.2022;0;"";0;0;"";0
Люксембург;10.04.2022;223666;"";1045;0;"";0
Winter Olympics 2022;14.02.2022;501;"";0;0;"";0
Эсватини;12.04.2022;70014;"";1395;24;"";0
Германия;21.06.2022;27454225;"";140462;119232;"";104
Бутан;14.03.2022;18652;"";7;1032;"";0
Украина;29.03.2022;5192611;"";114848;2635;"";33
Antarctica;21.02.2022;11;"";0;0;"";0
Новая Зеландия;01.07.2022;1358462;"";1107;6892;"";0
Лаос;17.03.2022;149131;"";643;874;"";0
Нигер;03.07.2022;9031;"";310;0;"";0
Того;21.07.2022;37909;"";276;59;"";0
Индия;09.05.2022;43107689;"";524103;2288;"";10
Summer Olympics 2020;18.01.2022;865;"";0;0;"";0
Лесото;14.03.2022;32775;"";697;59;"";0
Сербия;24.04.2022;2001654;"";15956;510;"";3
Мальдивы;22.04.2022;178883;"";298;0;"";0
Чехия;03.03.2022;3608535;"";38787;9001;"";46
Австралия;25.03.2022;4228461;"";5875;47988;"";25
Micronesia;05.02.2022;1;"";0;0;"";0
Сьерра-Леоне;30.01.2022;7622;"";125;7;"";0
Танзания;12.03.2022;33726;"";800;0;"";0
Гренада;12.01.2022;8601;"";201;0;"";0
Колумбия;26.07.2022;6247634;"";140603;0;"";0
Киргизия;15.05.2022;200993;"";2991;0;"";0
Камерун;20.01.2022;109666;"";1853;0;"";0
Судан;01.01.2022;46518;"";3331;0;"";0
Косово и Метохия;20.06.2022;228550;"";3140;10;"";0
Нидерланды;08.06.2022;8200146;"";22941;2127;"";1
Сент-Люсия;27.06.2022;26970;"";380;33;"";0
Парагвай;01.01.2022;466101;"";16624;0;"";0
Марокко;10.04.2022;1164030;"";16061;68;"";0
Исландия;25.07.2022;201082;"";179;0;"";0
Папский Престол;23.04.2022;29;"";0;0;"";0
Нигерия;10.01.2022;248732;"";3085;420;"";8
Соломоновы острова;07.04.2022;12005;"";137;149;"";1
Норвегия;19.05.2022;1430844;"";3061;313;"";0
США;30.05.2022;84134403;"";1006924;60900;"";37
Уругвай;26.04.2022;895775;"";7197;0;"";0
Сейшельские острова;15.03.2022;39761;"";163;108;"";0
Италия;25.04.2022;16161339;"";162781;25282;"";93
Монголия;09.01.2022;703592;"";1997;1428;"";0
Панама;06.02.2022;727413;"";7844;5934;"";31
Индонезия;09.04.2022;6031636;"";155597;1468;"";41
Шри-Ланка;28.05.2022;663812;"";16515;8;"";1
Мальта;12.01.2022;61928;"";496;673;"";4
Швеция;12.03.2022;2466577;"";17798;0;"";0
Турция;05.05.2022;15038495;"";98819;1253;"";11
Венесуэла;19.02.2022;510553;"";5602;606;"";11
Палау;21.05.2022;4967;"";6;0;"";0
Болгария;23.03.2022;1129641;"";36375;1552;"";25
Западный берег реки Иордан;26.05.2022;657573;"";5660;0;"";0
Судно "Diamond Princess";28.06.2022;712;"";13;0;"";0
Барбадос;19.02.2022;53508;"";308;255;"";1
Испания;22.02.2022;10880193;"";98635;22193;"";173
Коморские острова;22.02.2022;8024;"";160;3;"";0
Польша;10.03.2022;5788363;"";113186;13425;"";184
Хорватия;10.06.2022;1139319;"";16014;285;"";2
Казахстан;27.01.2022;1290763;"";18430;12706;"";15
Эфиопия;30.06.2022;488724;"";7536;291;"";0
Сьерра-Леоне;24.03.2022;7674;"";125;0;"";0
Канада;06.01.2022;2454121;"";30585;41879;"";60
Сент-Китс и Невис;14.06.2022;5873;"";43;21;"";0
Мадагаскар;16.05.2022;64276;"";1393;0;"";0
Албания;30.06.2022;280851;"";3500;553;"";1
Австралия;25.01.2022;2340046;"";3299;52920;"";69
Micronesia;15.04.2022;1;"";0;0;"";0
Замбия;09.05.2022;320157;"";3982;58;"";0
Фиджи;09.07.2022;66126;"";866;0;"";0
Танзания;18.05.2022;35354;"";840;0;"";0
Сомали;25.02.2022;26313;"";1348;0;"";0
Иордания;19.06.2022;1697673;"";14068;0;"";0
Черногория;25.04.2022;234760;"";2713;53;"";0
Мальдивы;02.03.2022;171114;"";297;459;"";0
Великобритания;27.02.2022;18938546;"";161797;0;"";0
Бельгия;03.06.2022;4158754;"";31768;0;"";0
ОАЭ;30.06.2022;945800;"";2316;1778;"";1
Чехия;25.04.2022;3898406;"";40102;2262;"";19
Гвинея;08.02.2022;36281;"";432;11;"";0
Афганистан;29.06.2022;182403;"";7722;79;"";0
Ангола;02.04.2022;99194;"";1900;0;"";0
Лаос;09.05.2022;208759;"";751;224;"";2
Греция;08.03.2022;2538168;"";26303;21057;"";57
Antarctica;01.05.2022;11;"";0;0;"";0
Индия;17.03.2022;43004005;"";516281;2528;"";149
Того;07.01.2022;33553;"";252;522;"";0
Египет;26.04.2022;515645;"";24613;0;"";0
Эсватини;12.02.2022;68781;"";1383;19;"";1
Кипр;23.03.2022;392019;"";927;4704;"";4
Украина;21.01.2022;4003280;"";105545;20542;"";165
Доминика;13.06.2022;14638;"";67;0;"";0
Бутан;12.05.2022;59552;"";21;12;"";0
Бахрейн;28.02.2022;514883;"";1454;2577;"";1
Тонга;28.02.2022;355;"";0;0;"";-1
Маврикий;08.04.2022;214860;"";985;0;"";0
Таиланд;22.05.2022;4397413;"";29640;-9342;"";-75
Франция;18.05.2022;29489304;"";148686;64492;"";80
Словакия;09.05.2022;2536111;"";19984;111;"";6
Малави;17.02.2022;85134;"";2600;28;"";1
Португалия;11.05.2022;4179518;"";22500;22941;"";28
Гвинея-Бисау;02.06.2022;8283;"";171;14;"";0
Камбоджа;05.05.2022;136259;"";3056;1;"";0
Алжир;09.07.2022;266246;"";6875;18;"";0
Мексика;27.05.2022;5759773;"";324768;0;"";0
Казахстан;27.03.2022;1393643;"";19008;45;"";0
Мали;26.06.2022;31156;"";737;3;"";0
Болгария;31.01.2022;951965;"";33318;10151;"";158
Россия;02.01.2022;10358099;"";304284;18088;"";788
Коморские острова;30.04.2022;8105;"";160;0;"";0
Руанда;12.06.2022;130345;"";1459;26;"";0
Барбадос;07.05.2022;73198;"";405;455;"";2
Испания;30.04.2022;11896152;"";104456;0;"";0
Кувейт;01.03.2022;620452;"";2539;558;"";1
Индонезия;15.02.2022;4901328;"";145455;57049;"";134
Палау;05.03.2022;3844;"";6;0;"";0
Венесуэла;07.05.2022;522672;"";5709;47;"";0
Словения;30.07.2022;1082492;"";6694;1782;"";3
Бруней;05.04.2022;136821;"";214;447;"";1
Сейшельские острова;15.05.2022;43387;"";167;0;"";0
Мавритания;18.04.2022;58683;"";982;2;"";0
Монголия;15.07.2022;930677;"";2119;259;"";0
Эквадор;24.06.2022;898667;"";35695;0;"";0
Папский Престол;01.03.2022;29;"";0;0;"";0
Исландия;03.01.2022;31070;"";38;4011;"";1
Уругвай;26.02.2022;838341;"";6961;2995;"";12
Норвегия;11.03.2022;1346777;"";1753;5614;"";0
Нигерия;18.07.2022;259007;"";3144;0;"";0
Соломоновы острова;13.02.2022;4489;"";58;187;"";5
Гондурас;25.05.2022;425087;"";10899;228;"";3
Марокко;10.02.2022;1152414;"";15727;1333;"";29
Парагвай;23.07.2022;701060;"";19147;12240;"";64
Киргизия;15.03.2022;200758;"";2974;0;"";0
Колумбия;02.01.2022;5181173;"";130026;11318;"";40
Гренада;12.07.2022;18560;"";233;0;"";0
Джибути;12.06.2022;15686;"";189;0;"";0
Латвия;09.06.2022;830076;"";5837;225;"";1
Камерун;30.03.2022;119544;"";1927;0;"";0
Судан;23.07.2022;62914;"";4955;0;"";0
Малави;09.04.2022;85702;"";2628;8;"";0
Португалия;16.01.2022;1884974;"";19303;32271;"";33
Словакия;03.05.2022;2528216;"";19879;0;"";0
Алжир;15.07.2022;266392;"";6875;36;"";0
Ямайка;21.06.2022;141781;"";3098;61;"";0
Гвинея-Бисау;12.06.2022;8306;"";171;1;"";0
Камбоджа;15.05.2022;136262;"";3056;0;"";0
Доминика;07.06.2022;14295;"";67;0;"";0
Украина;16.02.2022;4818112;"";110427;32974;"";322
Бутан;06.05.2022;59450;"";21;28;"";0
Эсватини;17.01.2022;67878;"";1363;29;"";0
Кипр;14.04.2022;464366;"";993;1421;"";4
Таиланд;26.04.2022;4194684;"";28019;13816;"";120
Маврикий;29.03.2022;204200;"";968;0;"";0
Франция;22.04.2022;28354529;"";145982;88520;"";146
Тонга;06.03.2022;898;"";0;0;"";0
Бахрейн;06.03.2022;527135;"";1458;1964;"";0
Гвинея;26.04.2022;36540;"";441;0;"";0
