"Страна";"Дата";"Заражений";"Выздоровлений";"Смертей";"Заражений за день";"Выздоровлений за день";"Смертей за день"
Канада;20.04.2020;41029;12543;2251;1712;696;144
Либерия;23.12.2020;1798;1406;83;10;0;0
Вануату;17.12.2020;1;1;0;0;0;0
Сомали;09.03.2020;0;0;0;0;0;0
Словакия;19.06.2020;1576;1447;28;14;4;0
Панама;26.06.2020;29905;15270;575;868;470;11
Греция;13.02.2020;0;0;0;0;0;0
Франция;30.06.2020;204244;76399;29846;442;275;30
Колумбия;14.05.2020;13610;3358;525;680;225;16
Киргизия;03.03.2020;0;0;0;0;0;0
Польша;28.07.2020;43904;33043;1682;502;187;6
Ангола;10.02.2020;0;0;0;0;0;0
Таиланд;04.07.2020;3185;3066;58;5;0;0
Маврикий;24.07.2020;343;332;10;0;0;0
Япония;06.09.2020;71903;61730;1369;451;631;8
Косово и Метохия;11.06.2020;1298;913;31;29;1;0
Гвинея;20.03.2020;1;0;0;0;0;0
Германия;26.11.2020;983588;685537;15160;22268;19164;389
Бутан;24.06.2020;70;34;0;0;0;0
Сент-Люсия;17.04.2020;15;11;0;0;0;0
Доминика;28.09.2020;30;24;0;0;0;0
Кипр;09.08.2020;1233;870;19;11;14;0
Марокко;07.04.2020;1184;93;90;64;12;10
Нидерланды;23.11.2020;501427;6693;9021;3964;51;54
Болгария;16.03.2020;52;0;2;1;0;0
Того;31.10.2020;2331;1660;57;19;20;2
Судно "Diamond Princess";16.04.2020;712;644;12;0;5;0
Западный берег реки Иордан;19.05.2020;391;346;2;3;9;0
Antarctica;13.07.2020;0;0;0;0;0;0
Лаос;19.06.2020;19;19;0;0;0;0
Нигер;14.11.2020;1301;1147;70;12;2;1
Новая Зеландия;20.11.2020;2019;1952;26;6;4;0
Хорватия;05.06.2020;2247;2113;103;0;8;0
Гамбия;22.09.2020;3540;2002;110;14;10;2
Чехия;07.07.2020;12685;7910;351;119;37;1
Бельгия;20.10.2020;240159;21476;10489;9679;262;46
ОАЭ;11.09.2020;77842;68462;398;931;517;0
Ямайка;15.05.2020;511;121;9;2;3;0
Иордания;04.10.2020;15640;5240;101;891;139;13
Фиджи;22.09.2020;32;28;2;0;2;0
Танзания;30.06.2020;509;183;21;0;0;0
Малави;01.03.2020;0;0;0;0;0;0
Индонезия;31.03.2020;1528;81;136;114;6;14
Шри-Ланка;25.05.2020;1182;695;10;41;21;1
Micronesia;29.07.2020;0;0;0;0;0;0
Палау;13.03.2020;0;0;0;0;0;0
Эфиопия;11.09.2020;63367;24024;986;789;384;12
Сент-Китс и Невис;27.09.2020;19;17;0;0;0;0
Сьерра-Леоне;08.08.2020;1895;1442;68;8;7;0
Албания;11.09.2020;11021;6443;327;161;97;3
Тонга;17.02.2020;0;0;0;0;0;0
Косово и Метохия;03.12.2020;40117;25586;1026;0;0;0
Россия;16.04.2020;27938;2304;232;3448;318;34
Summer Olympics 2020;05.07.2020;0;0;0;0;0;0
Камерун;14.08.2020;18469;15320;401;161;0;0
Судан;04.09.2020;13189;6612;823;0;0;0
Бахрейн;17.02.2020;0;0;0;0;0;0
Джибути;25.09.2020;5409;5340;61;2;1;0
Маврикий;08.02.2020;0;0;0;0;0;0
Гренада;22.08.2020;24;24;0;0;0;0
Лесото;01.08.2020;702;171;14;98;27;1
Колумбия;28.10.2020;1041935;941874;30753;8717;8992;188
Парагвай;04.09.2020;20654;10523;398;695;272;25
Эсватини;05.04.2020;9;0;0;0;0;0
Кипр;23.01.2020;0;0;0;0;0;0
Сент-Люсия;24.11.2020;226;109;2;3;3;0
Украина;26.03.2020;196;1;5;51;0;0
Гондурас;09.10.2020;82552;31736;2492;880;647;15
Германия;18.06.2020;187764;173847;8856;580;248;26
Нигерия;28.08.2020;53477;41017;1011;160;291;0
США;22.12.2020;18367197;"";326102;205957;"";3298
Бруней;09.02.2020;0;0;0;0;0;0
Исландия;27.10.2020;4574;3515;11;70;52;0
Монголия;27.08.2020;300;291;0;2;0;0
Кувейт;13.03.2020;80;5;0;0;0;0
Эквадор;07.10.2020;143531;120511;11743;1475;0;41
Либерия;22.05.2020;240;136;23;2;5;0
Вануату;28.05.2020;0;0;0;0;0;0
Сейшельские острова;25.06.2020;11;11;0;0;0;0
Узбекистан;28.08.2020;40720;37873;302;273;673;4
Грузия;27.11.2020;123470;102270;1161;4780;3489;37
Мальдивы;15.02.2020;0;0;0;0;0;0
Сьерра-Леоне;24.01.2020;0;0;0;0;0;0
Палау;29.12.2020;0;0;0;0;0;0
Австралия;22.03.2020;1549;88;7;478;62;0
Micronesia;03.02.2020;0;0;0;0;0;0
Венесуэла;19.07.2020;11891;3972;112;408;0;2
Шри-Ланка;20.12.2020;37261;28267;176;594;715;5
Монако;29.11.2020;608;537;3;1;0;0
Мавритания;25.01.2020;0;0;0;0;0;0
Winter Olympics 2022;04.07.2020;0;0;0;0;0;0
Новая Зеландия;21.04.2020;1445;1006;18;5;32;0
Барбадос;19.07.2020;105;91;7;1;0;0
Испания;14.07.2020;256619;150376;28409;666;0;3
Нигер;27.04.2020;701;385;29;5;35;0
Коморские острова;14.07.2020;321;302;7;4;6;0
Гайана;07.11.2020;4484;3511;134;27;44;1
Korea, North;28.07.2020;0;0;0;0;0;0
Западный берег реки Иордан;26.12.2020;131904;108118;1281;1306;1400;21
Того;11.05.2020;181;89;11;7;0;0
Судно "Diamond Princess";25.11.2020;712;659;13;0;0;0
Индия;01.03.2020;3;3;0;0;0;0
Казахстан;13.08.2020;117104;76756;1433;1489;0;0
Мексика;11.10.2020;817503;694214;83781;3175;4837;139
Мали;07.09.2020;2870;2246;127;28;8;0
Мьянма;22.09.2020;6959;1951;116;488;506;16
Хорватия;09.12.2020;159372;133255;2367;4520;2386;69
Италия;21.06.2020;238499;182893;34634;224;440;24
Иордания;10.10.2020;23998;6045;181;1235;139;15
Чехия;27.06.2020;11298;7682;349;260;14;0
Бельгия;24.09.2020;108768;19123;9965;1881;44;6
ОАЭ;05.09.2020;73471;63652;388;705;494;1
Палау;16.02.2020;0;0;0;0;0;0
Micronesia;08.08.2020;0;0;0;0;0;0
Албания;05.09.2020;10102;5976;312;135;94;6
Сент-Китс и Невис;23.10.2020;19;19;0;0;0;0
Эфиопия;05.09.2020;57466;20776;897;950;164;17
Сьерра-Леоне;29.07.2020;1803;1355;67;17;19;1
Португалия;02.04.2020;9034;68;209;783;25;22
Танзания;06.07.2020;509;183;21;0;0;0
Фиджи;27.08.2020;28;23;2;0;0;1
Шри-Ланка;16.06.2020;1915;1371;11;10;29;0
Индонезия;25.03.2020;790;31;58;104;1;3
Antarctica;21.06.2020;0;0;0;0;0;0
Нидерланды;07.10.2020;161287;4607;6574;5885;43;36
Новая Зеландия;25.10.2020;1940;1841;26;5;1;0
Нигер;08.11.2020;1243;1144;69;1;1;0
Лаос;15.07.2020;19;19;0;0;0;0
Судно "Diamond Princess";12.05.2020;712;651;13;0;0;0
Того;22.11.2020;2843;2248;64;14;39;0
Болгария;11.04.2020;661;62;28;26;8;3
Западный берег реки Иордан;14.06.2020;492;415;3;3;0;0
Казахстан;29.01.2020;0;0;0;0;0;0
Хорватия;26.05.2020;2244;2046;101;0;11;1
Гамбия;08.12.2020;3776;3631;123;6;16;0
Косово и Метохия;20.05.2020;989;769;29;1;15;0
Тонга;28.12.2020;0;0;0;0;0;0
Бахрейн;28.12.2020;91935;89643;351;202;187;0
Камерун;09.02.2020;0;0;0;0;0;0
Греция;29.01.2020;0;0;0;0;0;0
Ангола;25.02.2020;0;0;0;0;0;0
Киргизия;26.02.2020;0;0;0;0;0;0
Колумбия;22.04.2020;4356;870;206;207;66;10
Египет;20.03.2020;285;39;8;29;7;2
Франция;06.07.2020;207700;77444;29925;1018;259;30
Япония;24.12.2020;210661;174723;3123;3746;2764;54
Маврикий;15.08.2020;344;334;10;0;0;0
Таиланд;10.07.2020;3202;3087;58;0;2;0
Кипр;30.07.2020;1080;852;19;13;0;0
Марокко;28.03.2020;402;11;25;57;0;2
Бутан;20.07.2020;90;83;0;1;1;0
Германия;22.12.2020;1530180;1171444;27006;19528;23501;731
Доминика;24.10.2020;38;29;0;1;0;0
Сент-Люсия;13.05.2020;18;18;0;0;1;0
Афганистан;23.05.2020;9952;1040;215;736;44;10
Уругвай;12.03.2020;0;0;0;0;0;0
Мальта;23.11.2020;9004;6831;113;80;177;2
США;18.06.2020;2188626;599115;121066;28276;6924;701
Камбоджа;25.06.2020;130;127;0;0;0;0
Великобритания;22.01.2020;0;0;0;0;0;0
Норвегия;14.02.2020;0;0;0;0;0;0
Гвинея-Бисау;25.09.2020;2324;1549;39;0;0;0
Черногория;17.03.2020;2;0;0;2;0;0
Соломоновы острова;23.03.2020;0;0;0;0;0;0
Папский Престол;07.03.2020;1;0;0;0;0;0
Исландия;23.04.2020;1789;1509;10;4;47;0
Алжир;27.08.2020;43016;30157;1475;397;271;10
Турция;01.07.2020;201098;175422;5150;1192;2311;19
Замбия;31.03.2020;35;0;0;0;0;0
Вануату;11.12.2020;1;1;0;0;0;0
Либерия;27.11.2020;1591;1343;83;13;3;0
Мадагаскар;09.04.2020;93;11;0;0;0;0
Словакия;15.07.2020;1927;1507;28;19;14;0
Индия;20.02.2020;3;3;0;0;0;0
Судно "Diamond Princess";30.10.2020;712;659;13;0;0;0
Того;19.04.2020;84;52;5;0;3;0
Гайана;23.10.2020;3960;2923;117;83;70;0
Западный берег реки Иордан;30.11.2020;85647;64987;732;2062;1153;15
Люксембург;11.08.2020;7242;6222;122;26;52;1
Нигер;03.05.2020;750;518;36;14;11;1
Новая Зеландия;17.05.2020;1499;1433;22;0;0;0
Барбадос;23.06.2020;97;85;7;0;0;0
Испания;22.06.2020;246504;150376;28324;232;0;1
Коморские острова;22.06.2020;247;159;5;0;0;0
Латвия;03.05.2020;879;348;16;8;0;0
Хорватия;19.12.2020;192987;169768;3101;2752;3853;78
Мьянма;08.12.2020;101739;80726;2151;1308;1486;19
Мали;01.09.2020;2777;2178;126;1;9;0
Мексика;01.10.2020;748315;629630;78078;5099;1623;432
Казахстан;03.08.2020;98641;65132;1109;1867;2621;0
Грузия;09.09.2020;1773;1325;19;44;4;0
Мальдивы;08.03.2020;4;0;0;4;0;0
Шри-Ланка;28.11.2020;22988;16656;109;487;430;2
Уганда;29.06.2020;870;808;0;11;14;0
Сьерра-Леоне;03.02.2020;0;0;0;0;0;0
Монако;07.09.2020;153;102;1;6;0;0
Мавритания;12.03.2020;0;0;0;0;0;0
Micronesia;24.01.2020;0;0;0;0;0;0
Австралия;13.04.2020;6351;1806;61;36;0;1
Венесуэла;23.06.2020;4187;1327;35;139;0;0
Исландия;18.11.2020;5226;4934;25;11;46;0
Нигерия;19.09.2020;57145;48431;1095;189;126;1
США;26.11.2020;12953503;4871203;263981;117337;35247;1405
Бруней;26.02.2020;0;0;0;0;0;0
Уругвай;30.12.2020;18480;12996;174;518;490;6
Сейшельские острова;17.07.2020;108;27;0;0;0;0
Кувейт;24.01.2020;0;0;0;0;0;0
Эквадор;13.10.2020;148171;128134;12235;856;0;17
Монголия;22.09.2020;312;302;0;0;0;0
Узбекистан;17.12.2020;75538;72810;612;0;0;0
Вануату;03.06.2020;0;0;0;0;0;0
Либерия;17.06.2020;509;240;33;11;18;0
Гренада;17.09.2020;24;24;0;0;0;0
Джибути;17.10.2020;5452;5373;61;3;1;0
Колумбия;19.11.2020;1225490;1132393;34761;7487;7209;198
Бахрейн;14.03.2020;210;44;0;15;0;0
Сербия;22.06.2020;12990;11997;262;96;50;1
Камерун;23.07.2020;16522;13728;382;0;0;0
Судан;14.09.2020;13532;6759;836;0;2;1
Косово и Метохия;25.12.2020;50135;38658;1298;695;1466;24
Руанда;04.05.2020;261;128;0;2;4;0
Тонга;14.03.2020;0;0;0;0;0;0
Украина;01.04.2020;794;13;20;149;3;3
Сент-Люсия;29.10.2020;76;27;0;9;0;0
Германия;23.05.2020;177850;159716;8216;638;652;42
Гондурас;03.10.2020;78788;29187;2399;519;209;13
Эсватини;30.03.2020;9;0;0;0;0;0
Парагвай;14.09.2020;28487;14814;539;669;526;14
Кипр;02.02.2020;0;0;0;0;0;0
Филиппины;19.12.2020;458044;421086;8911;1482;420;36
Израиль;16.03.2020;251;1;0;74;0;0
ЦАР;28.11.2020;4913;1924;63;0;0;0
Ирак;19.02.2020;0;0;0;0;0;0
Самоа;26.09.2020;0;0;0;0;0;0
Восточный Тимор;25.12.2020;41;32;0;0;1;0
Сербия;11.06.2020;12102;11362;252;71;14;1
Ирландия;21.06.2020;25379;22698;1715;5;0;0
Руанда;30.07.2020;1994;1085;5;31;49;0
Сенегал;19.12.2020;17670;16493;361;111;44;4
Мозамбик;28.07.2020;1720;602;11;19;6;0
Никарагуа;24.08.2020;3540;2913;133;0;0;0
Сальвадор;28.06.2020;5934;3557;152;207;110;9
Коста-Рика;24.01.2020;0;0;0;0;0;0
Бангладеш;28.12.2020;510080;453318;7479;932;1357;27
Аргентина;15.09.2020;577338;438883;11852;11892;9930;185
Эритрея;29.05.2020;39;39;0;0;0;0
Румыния;17.06.2020;22760;16117;1451;345;46;14
Бенин;27.08.2020;2145;1738;40;0;0;0
Сингапур;20.11.2020;58143;58058;28;4;6;0
Сан-Томе и Принсипи;12.02.2020;0;0;0;0;0;0
Иран;25.11.2020;894385;625606;46207;13843;7891;469
Азербайджан;03.04.2020;443;32;5;43;6;0
Чили;13.02.2020;0;0;0;0;0;0
Вьетнам;21.04.2020;268;216;0;0;2;0
Бруней;14.10.2020;147;143;3;1;0;0
Тунис;06.07.2020;1199;1049;50;11;1;0
Кабо-Верде;06.04.2020;7;1;1;0;1;0
Сент-Винсент и Гренадины;30.10.2020;74;70;0;0;0;0
Экваториальная Гвинея;28.09.2020;5028;4740;83;0;0;0
Гватемала;05.09.2020;77481;65595;2845;441;566;20
Кувейт;16.11.2020;137329;128414;842;489;829;4
Андорра;11.12.2020;7236;6598;78;46;93;0
Босния и Герцеговина;28.12.2020;109911;76121;3942;220;404;-11
Молдавия;27.08.2020;35546;24156;977;564;0;10
Боливия;28.12.2020;155594;130620;9106;751;398;8
Словения;03.03.2020;0;0;0;0;0;0
Габон;26.01.2020;0;0;0;0;0;0
Тринидад и Тобаго;26.03.2020;65;0;1;5;0;0
Ливан;21.08.2020;11580;3204;116;628;164;3
Дания;23.02.2020;0;0;0;0;0;0
ЮАР;15.02.2020;0;0;0;0;0;0
Зимбабве;30.08.2020;6412;5061;196;6;5;0
Грузия;24.03.2020;70;9;0;9;6;0
Сирия;26.11.2020;7542;3330;399;83;59;8
Республика Конго;19.03.2020;3;0;0;2;0;0
Южная Корея;17.06.2020;12257;10800;280;59;26;1
Южный Судан;06.06.2020;994;6;10;0;0;0
Швейцария;26.11.2020;313978;218900;4704;4509;7400;93
Куба;16.11.2020;7639;7078;131;49;18;0
Литва;21.11.2020;45738;16913;412;2096;412;20
Уганда;04.06.2020;522;82;0;15;0;0
Монако;26.03.2020;33;1;0;2;0;0
Мавритания;29.09.2020;7488;7111;161;14;20;0
Венгрия;24.04.2020;2443;458;262;159;68;23
Намибия;16.05.2020;16;13;0;0;0;0
Гайана;17.02.2020;0;0;0;0;0;0
Доминиканская Республика;21.03.2020;112;0;2;40;0;0
Сан-Марино;30.08.2020;733;658;42;0;0;0
Люксембург;30.04.2020;3784;3213;90;15;79;1
Лихтенштейн;29.11.2020;1301;1024;17;16;0;0
Гаити;30.07.2020;7371;4467;158;31;0;0
Ливия;15.10.2020;46676;25685;681;855;384;12
Суринам;18.07.2020;1001;610;20;58;10;1
Белиз;28.03.2020;2;0;0;0;0;0
Непал;23.10.2020;153008;105488;829;4499;2668;17
Саудовская Аравия;08.09.2020;322237;298246;4137;781;623;30
Латвия;31.07.2020;1231;1052;32;3;0;1
Таджикистан;15.04.2020;0;0;0;0;0;0
Северная Македония;13.03.2020;14;1;0;7;1;0
Китай;07.05.2020;87328;79324;4643;12;56;0
Ботсвана;23.10.2020;5923;927;21;0;0;0
Йемен;17.10.2020;2055;1336;596;0;1;0
Папуа — Новая Гвинея;21.05.2020;8;8;0;0;0;0
Бразилия;28.05.2020;443703;177604;26895;28337;10957;1190
Бурунди;27.06.2020;170;115;1;26;22;0
Чад;13.07.2020;880;792;75;0;2;0
Малайзия;14.09.2020;9946;9202;129;31;7;1
Кот-д’Ивуар;08.10.2020;19982;19626;120;47;76;0
Вьетнам;20.11.2020;1305;1142;35;1;0;0
Великобритания;10.11.2020;1237166;3010;49861;20433;10;532
Черногория;16.09.2020;7291;4764;126;230;72;3
Иран;16.04.2020;77995;52229;4869;1606;2296;92
Marshall Islands;22.08.2020;0;0;0;0;0;0
Турция;10.06.2020;173036;146839;4746;922;2241;17
Сингапур;21.04.2020;9125;839;11;1111;38;0
Оман;23.08.2020;83769;78386;609;0;0;0
Боливия;14.03.2020;10;0;0;7;0;0
Замбия;02.09.2020;12415;11494;292;34;15;2
Мадагаскар;24.08.2020;14402;13436;178;75;81;0
Андорра;03.06.2020;851;735;51;7;2;0
Босния и Герцеговина;14.03.2020;18;0;0;5;0;0
Сомали;12.11.2020;4301;3330;107;0;0;0
Сент-Винсент и Гренадины;12.05.2020;17;12;0;0;3;0
Сенегал;26.05.2020;3161;1565;36;31;50;1
Антигуа и Барбуда;14.02.2020;0;0;0;0;0;0
Восточный Тимор;20.05.2020;24;24;0;0;0;0
Греция;03.11.2020;44246;23074;655;2166;0;13
Финляндия;13.08.2020;7749;7050;313;27;0;0
Ангола;15.10.2020;7096;2928;228;250;127;1
ЦАР;16.06.2020;2410;396;14;188;27;7
Египет;21.09.2020;102141;90332;5787;126;800;17
Филиппины;26.05.2020;14669;3412;886;350;89;13
Румыния;27.11.2020;457848;326657;10884;8499;3143;172
Багамские острова;10.10.2020;5023;2815;106;310;208;4
Эритрея;16.12.2020;711;564;0;0;0;0
Гвинея;09.12.2020;13325;12548;79;61;83;0
Бангладеш;14.03.2020;3;0;0;0;0;0
Коста-Рика;08.08.2020;22802;7589;228;721;323;10
Мозамбик;04.02.2020;0;0;0;0;0;0
Афганистан;19.07.2020;35561;23634;1185;186;361;34
Нидерланды;04.03.2020;82;0;0;44;0;0
Австрия;01.09.2020;27354;23565;903;223;339;0
Армения;25.08.2020;42936;36475;858;111;426;4
Гаити;02.02.2020;0;0;0;0;0;0
Лихтенштейн;15.06.2020;83;81;1;0;0;0
Кения;01.10.2020;38713;24908;711;184;0;0
Пакистан;15.03.2020;136;2;0;83;0;0
Катар;20.02.2020;0;0;0;0;0;0
Бразилия;17.12.2020;7117046;6301547;184985;68699;62355;1061
Судно "MS Zaandam";17.07.2020;9;0;2;0;0;0
Папуа — Новая Гвинея;24.12.2020;780;661;9;19;60;0
Северная Македония;29.12.2020;82301;60256;2473;497;606;17
Китай;04.11.2020;98133;86762;4747;155;29;1
Южный Судан;08.12.2020;3181;3003;62;0;26;0
Кирибати;12.10.2020;0;0;0;0;0;0
ДР Конго;12.09.2020;10385;9719;262;24;97;0
Сирия;18.06.2020;187;78;7;9;0;0
Южная Корея;27.11.2020;33375;27349;522;488;246;6
Италия;12.06.2020;236305;173085;34223;163;1747;56
Гана;27.06.2020;16431;12257;103;597;502;0
Буркина-Фасо;03.07.2020;980;852;53;13;6;0
Габон;06.08.2020;7787;5609;51;0;0;0
Венгрия;17.11.2020;152659;34185;3281;5203;175;91
Намибия;26.10.2020;12675;10813;133;15;34;0
Малави;20.11.2020;6003;5439;185;1;4;0
Перу;15.09.2020;733860;573364;78680;4241;6568;286
Беларусь;27.03.2020;94;32;0;8;3;0
Португалия;31.08.2020;58012;41961;1822;244;76;3
Эстония;09.07.2020;2011;1889;69;8;7;0
Литва;20.04.2020;1140;122;26;21;24;3
Швейцария;18.06.2020;31200;28900;1805;13;0;0
Куба;25.04.2020;1337;437;51;52;21;2
Winter Olympics 2022;07.06.2020;0;0;0;0;0;0
Белиз;07.04.2020;7;0;1;0;0;0
Гаити;09.08.2020;7599;4982;177;17;89;6
Ливия;05.10.2020;37437;22076;596;628;647;4
Суринам;26.06.2020;389;181;10;16;5;0
Лихтенштейн;21.12.2020;1849;1507;29;20;83;3
Саудовская Аравия;02.09.2020;317486;292510;3956;816;996;27
Непал;27.09.2020;73394;53898;477;1573;885;10
Гайана;02.02.2020;0;0;0;0;0;0
Korea, North;14.05.2020;0;0;0;0;0;0
Доминиканская Республика;12.04.2020;2967;131;173;208;23;38
Папуа — Новая Гвинея;12.06.2020;8;8;0;0;0;0
Сан-Марино;09.09.2020;735;662;42;0;2;0
Бурунди;07.07.2020;191;118;1;0;0;0
Бразилия;03.06.2020;589048;238617;32667;26085;14979;1194
Китай;01.05.2020;87279;78897;4643;22;52;0
Северная Македония;16.02.2020;0;0;0;0;0;0
Таджикистан;20.03.2020;0;0;0;0;0;0
Йемен;25.09.2020;2029;1255;587;0;5;1
Мьянма;19.03.2020;0;0;0;0;0;0
Ботсвана;27.09.2020;2921;701;16;0;0;0
Республика Конго;14.04.2020;60;5;5;0;0;0
Южная Корея;22.05.2020;11165;10194;266;23;32;2
Сирия;22.12.2020;10442;4885;630;124;50;9
Южный Судан;27.05.2020;994;6;10;188;0;2
Габон;01.02.2020;0;0;0;0;0;0
Словения;26.02.2020;0;0;0;0;0;0
ЮАР;08.03.2020;3;0;0;2;0;0
Дания;29.02.2020;3;0;0;2;0;0
Ливан;26.07.2020;3750;1692;51;168;21;4
Тринидад и Тобаго;01.04.2020;90;1;5;3;0;2
Зимбабве;09.09.2020;7429;5542;222;41;65;4
Намибия;20.04.2020;16;6;0;0;0;0
Венгрия;04.05.2020;3035;630;351;37;1;11
Литва;26.10.2020;11461;4784;124;621;151;2
Куба;06.11.2020;7228;6542;130;44;40;1
Швейцария;22.12.2020;418266;311500;7110;4275;0;100
Мавритания;15.11.2020;7952;7524;165;4;8;0
