"Страна";"Дата";"Заражений";"Выздоровлений";"Смертей";"Заражений за день";"Выздоровлений за день";"Смертей за день"
Доминиканская Республика;08.05.2020;9376;2286;380;281;222;7
Сан-Марино;14.08.2020;719;657;42;0;0;0
Белиз;15.05.2020;18;16;2;0;0;0
Гаити;16.09.2020;8499;6258;219;6;77;0
Ливия;25.06.2020;698;140;18;28;2;0
Суринам;06.10.2020;4965;4766;106;11;11;0
Армения;23.01.2020;0;0;0;0;0;0
Непал;03.07.2020;15259;6143;32;740;823;1
Саудовская Аравия;22.07.2020;258156;210398;2601;2331;3139;44
Уганда;28.12.2020;33973;11297;248;162;117;0
Китай;20.03.2020;81385;71292;3255;121;731;5
Северная Македония;01.06.2020;2315;1569;140;89;17;7
Таджикистан;01.05.2020;15;0;0;15;0;0
Йемен;27.06.2020;1103;417;296;14;15;3
Ботсвана;03.07.2020;277;29;1;50;1;0
Папуа — Новая Гвинея;02.03.2020;0;0;0;0;0;0
Грузия;18.11.2020;89395;71468;815;3443;2539;37
Катар;03.12.2020;139477;136741;239;221;228;0
Бурунди;17.10.2020;536;497;1;5;0;0
Бразилия;09.03.2020;25;0;0;5;0;0
Израиль;03.05.2020;16096;9945;235;27;334;3
Ирак;10.06.2020;15414;6214;426;1146;383;34
Узбекистан;24.10.2020;64923;62033;544;199;76;2
Антигуа и Барбуда;09.12.2020;146;138;4;0;4;0
Кувейт;22.03.2020;188;27;0;12;0;0
Самоа;08.07.2020;0;0;0;0;0;0
Ирландия;11.10.2020;42528;23364;1826;814;0;2
Никарагуа;08.08.2020;3266;2913;123;0;0;0
Мозамбик;14.09.2020;5482;3024;35;213;64;0
Сальвадор;18.10.2020;31666;27000;922;210;231;5
Бангладеш;12.12.2020;489178;417503;7020;1329;3185;34
Аргентина;29.07.2020;178996;77855;3288;5641;2772;109
Румыния;26.02.2020;1;0;0;1;0;0
Эритрея;10.03.2020;0;0;0;0;0;0
Сан-Томе и Принсипи;03.06.2020;484;68;12;0;0;0
Бенин;11.08.2020;2001;1681;38;65;81;0
Marshall Islands;26.01.2020;0;0;0;0;0;0
Чили;04.06.2020;142154;95631;1356;4664;4883;81
Азербайджан;19.04.2020;1398;712;19;25;122;1
Малайзия;04.02.2020;10;0;0;2;0;0
Вьетнам;05.04.2020;241;90;0;1;0;0
Экваториальная Гвинея;10.07.2020;3071;842;51;0;0;0
Кабо-Верде;22.04.2020;73;1;1;5;0;0
Тунис;24.09.2020;13305;5032;180;826;2646;6
Лесото;07.07.2020;91;11;0;0;0;0
Босния и Герцеговина;12.12.2020;100306;65289;3298;763;1556;48
Гватемала;20.08.2020;65983;54351;2506;1102;989;39
Молдавия;11.08.2020;28223;19740;857;382;440;7
Боливия;12.12.2020;147030;126092;9014;333;206;1
Оман;25.01.2020;0;0;0;0;0;0
Россия;12.06.2020;510761;268862;6705;8961;8213;183
Summer Olympics 2020;30.07.2020;0;0;0;0;0;0
Армения;09.08.2020;40410;32520;791;225;125;6
Австрия;16.08.2020;23173;20681;881;349;54;1
Саудовская Аравия;10.02.2020;0;0;0;0;0;0
Кения;13.07.2020;10294;2946;197;189;65;12
Португалия;04.02.2020;0;0;0;0;0;0
Лихтенштейн;24.02.2020;0;0;0;0;0;0
Белиз;27.10.2020;3200;2031;51;55;70;1
Доминиканская Республика;03.11.2020;127848;105982;2252;257;348;2
Малави;26.03.2020;0;0;0;0;0;0
Пакистан;02.05.2020;20084;5114;457;981;297;17
Катар;11.06.2020;75071;51331;69;1476;1918;3
Ямайка;22.05.2020;544;191;9;10;10;0
Судно "MS Zaandam";05.10.2020;9;0;2;0;0;0
Таджикистан;10.11.2020;11376;10763;83;40;52;0
Северная Македония;13.12.2020;73638;49414;2121;613;688;25
ДР Конго;26.07.2020;8831;5510;204;30;205;0
Гамбия;29.09.2020;3579;2161;112;10;0;1
Кирибати;22.06.2020;0;0;0;0;0;0
Гана;17.10.2020;47232;46578;310;59;51;0
Республика Конго;05.11.2020;5348;3887;92;0;0;0
Сирия;27.02.2020;0;0;0;0;0;0
ЮАР;08.12.2020;821889;753072;22432;4011;7322;183
Дания;30.11.2020;81002;64031;837;1130;1001;8
Тринидад и Тобаго;29.10.2020;5636;4293;107;42;47;0
Буркина-Фасо;23.10.2020;2433;1996;65;19;127;0
Габон;22.08.2020;8388;6734;53;0;0;0
Словения;23.12.2020;109934;90100;2454;2129;2140;36
Перу;29.07.2020;400683;280044;54794;5678;3592;612
Эстония;27.09.2020;3200;2506;64;35;7;0
Беларусь;14.05.2020;26772;8168;151;947;457;5
Нидерланды;30.11.2020;535975;6947;9453;4071;26;27
Куба;09.04.2020;515;28;15;58;1;3
Швейцария;27.02.2020;8;0;0;7;0;0
Литва;04.04.2020;571;0;7;43;0;1
Кот-д’Ивуар;20.07.2020;14312;8659;92;193;293;0
Малайзия;28.07.2020;8943;8606;124;39;6;0
Чад;01.10.2020;1203;1067;85;3;60;0
Иран;31.03.2020;44605;14656;2898;3110;745;141
Азербайджан;22.11.2020;93094;63841;1131;3196;1598;24
Чили;10.12.2020;566440;540288;15774;1662;1117;84
Гвинея;11.03.2020;0;0;0;0;0;0
Marshall Islands;06.08.2020;0;0;0;0;0;0
Сан-Томе и Принсипи;11.12.2020;1009;947;17;0;1;0
Сингапур;05.04.2020;1309;320;6;120;23;0
Япония;15.10.2020;91393;83272;1650;708;696;3
Боливия;02.06.2020;10991;1298;376;460;161;33
Оман;07.08.2020;81067;72263;502;354;1353;10
Египет;26.01.2020;0;0;0;0;0;0
Греция;08.04.2020;1884;269;83;52;0;2
Андорра;12.02.2020;0;0;0;0;0;0
Босния и Герцеговина;02.06.2020;2535;1910;157;11;22;3
Польша;19.07.2020;40104;30292;1624;358;368;6
Сент-Винсент и Гренадины;25.03.2020;1;0;0;0;0;0
Кабо-Верде;19.11.2020;10082;9557;104;82;73;0
Сенегал;07.03.2020;4;0;0;0;0;0
Финляндия;29.08.2020;8165;7200;314;35;0;0
Сомали;18.03.2020;1;0;0;0;0;0
Восточный Тимор;01.03.2020;0;0;0;0;0;0
Панама;20.08.2020;83855;59174;1844;101;900;17
Антигуа и Барбуда;05.06.2020;26;20;3;0;0;0
Ирак;04.12.2020;560622;489772;12387;1855;1909;26
Мадагаскар;30.01.2020;0;0;0;0;0;0
ЦАР;25.02.2020;0;0;0;0;0;0
Канада;16.06.2020;99844;61899;8464;359;433;19
Израиль;08.11.2020;319417;306868;2683;534;688;7
Филиппины;07.03.2020;6;1;1;1;0;0
Замбия;06.02.2020;0;0;0;0;0;0
Эритрея;01.01.2021;1320;643;3;0;0;0
Багамские острова;20.06.2020;104;74;11;0;0;0
Аргентина;03.02.2020;0;0;0;0;0;0
Бангладеш;02.06.2020;52445;11120;709;2911;523;37
Швеция;17.07.2020;74235;0;5619;299;0;26
Мальта;14.09.2020;2405;1890;16;53;18;1
Никарагуа;24.01.2020;0;0;0;0;0;0
Коста-Рика;24.08.2020;34463;12758;362;643;2240;7
Великобритания;16.03.2020;3686;21;66;612;2;23
Азербайджан;11.05.2020;2589;1680;32;70;30;0
Чили;29.05.2020;105532;38598;944;3695;2483;54
Вьетнам;30.03.2020;203;55;0;15;30;0
Бенин;05.08.2020;1936;1600;38;22;564;0
Сан-Томе и Принсипи;28.05.2020;458;68;12;15;0;0
Marshall Islands;01.02.2020;0;0;0;0;0;0
Молдавия;05.08.2020;26222;18167;823;408;0;13
Сербия;16.08.2020;29682;0;674;211;0;4
Оман;31.01.2020;0;0;0;0;0;0
Руанда;29.05.2020;355;247;0;6;2;0
Боливия;06.12.2020;145560;124799;8995;68;203;3
Тунис;20.10.2020;44450;5032;711;1723;0;24
Кабо-Верде;14.05.2020;315;67;2;26;6;0
Экваториальная Гвинея;04.07.2020;3071;842;51;0;0;0
Гватемала;25.07.2020;44492;31045;1699;1209;895;30
Босния и Герцеговина;06.12.2020;94507;58625;2952;739;591;30
Узбекистан;06.11.2020;68139;65333;579;130;79;0
Антигуа и Барбуда;19.12.2020;152;141;5;0;0;0
Самоа;28.06.2020;0;0;0;0;0;0
Ирландия;01.10.2020;36597;23364;1806;442;0;2
Израиль;27.04.2020;15513;7635;208;128;548;4
Ирак;31.05.2020;6439;3156;205;260;46;10
Аргентина;08.08.2020;241811;108242;4523;6134;4945;112
Эритрея;13.02.2020;0;0;0;0;0;0
Румыния;03.03.2020;3;0;0;0;0;0
Бруней;07.04.2020;135;85;1;0;3;0
Мозамбик;04.09.2020;4265;2511;26;58;141;0
Никарагуа;29.07.2020;3080;2492;116;76;0;8
Сальвадор;26.09.2020;28722;22643;826;92;0;0
Бангладеш;06.12.2020;477545;395960;6838;1756;2552;31
Монако;02.10.2020;221;188;2;2;1;0
Гаити;25.08.2020;8110;5624;196;28;0;0
Ливия;17.07.2020;1704;380;47;52;1;1
Суринам;16.10.2020;5113;4921;109;19;14;0
Мавритания;19.03.2020;2;0;0;1;0;0
Белиз;23.04.2020;18;5;2;0;3;0
Непал;09.07.2020;16531;7891;35;108;139;0
Австрия;11.02.2020;0;0;0;0;0;0
Армения;02.02.2020;0;0;0;0;0;0
Саудовская Аравия;17.08.2020;299914;268385;3436;1372;1432;28
Уганда;09.08.2020;1283;1115;7;16;0;1
Доминиканская Республика;28.04.2020;6416;1165;286;123;172;4
Сан-Марино;23.07.2020;716;656;42;0;0;0
Пакистан;15.11.2020;359032;323824;7160;2128;599;19
Папуа — Новая Гвинея;21.02.2020;0;0;0;0;0;0
Бразилия;12.02.2020;0;0;0;0;0;0
Бурунди;25.09.2020;483;462;1;6;0;0
Катар;25.12.2020;142734;140542;244;129;138;1
Таджикистан;07.05.2020;379;0;9;86;0;2
Северная Македония;07.06.2020;3025;1646;153;110;6;2
Китай;15.04.2020;86063;78435;3352;101;111;1
Ботсвана;09.07.2020;314;31;1;0;0;0
Йемен;07.07.2020;1297;591;348;7;19;3
Грузия;04.10.2020;8118;4244;50;554;252;2
Мьянма;15.11.2020;68994;52351;1577;983;989;25
Республика Конго;30.04.2020;220;19;9;13;0;1
Южная Корея;03.03.2020;5186;30;28;851;0;0
Южный Судан;08.03.2020;0;0;0;0;0;0
Словения;17.06.2020;1503;1359;109;4;0;0
Тринидад и Тобаго;17.04.2020;114;20;8;0;0;0
Ливан;12.09.2020;23669;7936;239;686;624;10
Дания;19.05.2020;11242;9614;551;76;115;3
ЮАР;27.05.2020;25937;13451;552;1673;710;28
Зимбабве;23.07.2020;2124;510;28;90;0;2
Перу;24.01.2020;0;0;0;0;0;0
Венгрия;17.03.2020;50;2;1;11;1;0
Латвия;26.05.2020;1053;741;22;4;29;0
Намибия;04.04.2020;14;3;0;0;0;0
Гайана;29.08.2020;1184;636;35;4;3;0
Люксембург;01.07.2020;4345;4003;110;46;5;0
Беларусь;19.11.2020;119390;99584;1074;1382;1266;7
ЦАР;06.03.2020;0;0;0;0;0;0
Ирак;14.12.2020;575972;509474;12603;1338;2028;24
Филиппины;14.02.2020;3;1;1;0;0;0
Израиль;14.11.2020;323463;311666;2735;292;428;12
Сенегал;14.02.2020;0;0;0;0;0;0
Замбия;21.02.2020;0;0;0;0;0;0
Антигуа и Барбуда;26.05.2020;25;19;3;0;0;0
Восточный Тимор;20.02.2020;0;0;0;0;0;0
Мадагаскар;12.02.2020;0;0;0;0;0;0
Финляндия;20.09.2020;9188;7700;325;64;0;0
Бангладеш;08.06.2020;68504;14560;930;2735;657;42
Турция;11.08.2020;243180;226155;5873;1183;1185;15
Коста-Рика;15.09.2020;58137;21536;633;776;330;12
Никарагуа;03.02.2020;0;0;0;0;0;0
Мальта;30.11.2020;9873;7665;137;121;108;4
Багамские острова;16.07.2020;124;91;11;5;0;0
Черногория;10.03.2020;0;0;0;0;0;0
Аргентина;24.01.2020;0;0;0;0;0;0
Marshall Islands;31.07.2020;0;0;0;0;0;0
Сингапур;30.03.2020;879;228;3;35;16;0
Сан-Томе и Принсипи;17.12.2020;1011;955;17;1;0;0
Афганистан;14.05.2020;5339;691;136;372;43;9
Бенин;27.01.2020;0;0;0;0;0;0
Чад;11.10.2020;1304;1115;92;13;12;0
Малайзия;19.08.2020;9235;8924;125;16;23;0
Кот-д’Ивуар;24.06.2020;8164;3419;58;260;237;0
Гвинея;26.01.2020;0;0;0;0;0;0
Чили;16.12.2020;576731;549852;15959;1402;1662;10
Иран;25.03.2020;27017;9625;2077;2206;712;143
Азербайджан;31.10.2020;55269;43543;730;1095;547;12
Андорра;09.03.2020;1;0;0;0;0;0
Босния и Герцеговина;08.06.2020;2704;2023;160;98;55;1
Египет;11.03.2020;60;27;1;1;26;0
Гватемала;07.02.2020;0;0;0;0;0;0
Кабо-Верде;28.10.2020;8548;7701;94;76;102;0
Сент-Винсент и Гренадины;31.03.2020;1;1;0;0;0;0
Япония;30.10.2020;100446;91184;1756;774;560;8
Оман;01.08.2020;79159;61421;421;0;0;0
Боливия;08.06.2020;13949;2159;475;306;73;10
Молдавия;27.01.2020;0;0;0;0;0;0
Ангола;04.04.2020;10;2;2;2;1;0
Буркина-Фасо;27.09.2020;2008;1276;56;35;12;0
Тринидад и Тобаго;24.11.2020;6488;5639;115;13;17;0
Зимбабве;09.02.2020;0;0;0;0;0;0
Дания;26.12.2020;151764;109208;1153;1838;3238;19
ЮАР;18.12.2020;901538;783818;24285;8725;3505;274
Гамбия;15.11.2020;3702;3571;122;0;4;0
Словения;27.11.2020;72674;51121;1293;1601;1467;48
Габон;17.09.2020;8678;7827;53;0;0;0
Кирибати;14.07.2020;0;0;0;0;0;0
ДР Конго;21.08.2020;9802;8920;248;45;25;1
Сирия;04.03.2020;0;0;0;0;0;0
Республика Конго;11.11.2020;5379;3887;92;0;0;0
Гана;25.09.2020;46222;45417;299;0;0;0
Беларусь;22.04.2020;7281;769;58;558;192;3
Эстония;23.10.2020;4300;3418;73;53;52;2
Литва;29.03.2020;263;0;4;36;0;0
Швейцария;04.03.2020;90;3;0;34;1;0
Куба;18.03.2020;7;0;1;2;0;1
Нидерланды;14.09.2020;88573;2061;6296;1397;25;4
Перу;08.08.2020;463875;319171;61066;0;4839;662
Пакистан;26.04.2020;13915;3029;292;587;93;11
Португалия;23.02.2020;0;0;0;0;0;0
Доминиканская Республика;13.11.2020;132554;109268;2280;918;133;6
Сан-Марино;09.02.2020;0;0;0;0;0;0
Австрия;21.07.2020;19650;17716;836;87;57;5
Армения;30.07.2020;38196;28366;728;259;542;5
Белиз;18.11.2020;4958;2680;100;38;20;4
Лихтенштейн;05.03.2020;1;0;0;0;0;0
Кения;21.06.2020;4738;1607;123;260;21;2
Северная Македония;07.12.2020;68332;44705;1949;364;1059;25
Таджикистан;04.11.2020;11139;10438;83;43;49;1
Катар;20.05.2020;37097;6600;16;1491;966;1
Судно "MS Zaandam";15.10.2020;9;0;2;0;0;0
Италия;17.08.2020;254235;203968;35400;320;182;4
Сирия;23.11.2020;7295;3155;380;70;58;4
Республика Конго;08.03.2020;0;0;0;0;0;0
Южная Корея;19.04.2020;10661;8042;234;8;105;2
Южный Судан;30.04.2020;35;0;0;1;0;0
Канада;26.02.2020;20;3;0;1;0;0
Сомали;02.05.2020;671;34;31;70;3;3
Панама;04.09.2020;95596;68742;2063;682;544;17
Словения;24.03.2020;480;0;4;38;0;1
Тринидад и Тобаго;05.03.2020;0;0;0;0;0;0
Ливан;21.06.2020;1587;1068;32;51;62;0
Дания;06.04.2020;4875;1489;187;314;60;8
ЮАР;14.04.2020;2415;410;27;143;0;0
Зимбабве;14.10.2020;8055;7640;231;19;8;1
Буркина-Фасо;23.01.2020;0;0;0;0;0;0
Мальта;25.07.2020;686;665;9;0;0;0
Великобритания;04.05.2020;193086;910;28564;3384;9;274
Венгрия;08.06.2020;4014;2284;548;6;5;2
Намибия;21.05.2020;18;14;0;2;0;0
Швеция;08.10.2020;97532;0;5892;855;0;0
Швейцария;23.11.2020;300352;206700;4423;9751;26000;102
Куба;07.12.2020;8906;7997;136;124;34;0
Турция;17.12.2020;1955680;1721607;17364;27515;30494;243
Литва;02.12.2020;66009;31058;674;2242;1536;34
Эстония;02.02.2020;0;0;0;0;0;0
Лихтенштейн;24.11.2020;1210;952;14;28;0;1
Гаити;09.07.2020;6432;2181;117;61;0;4
Ливия;02.09.2020;15156;1746;250;532;70;8
Суринам;21.07.2020;1131;705;21;52;49;0
Белиз;28.02.2020;0;0;0;0;0;0
Непал;25.08.2020;33533;19119;164;855;313;7
Гвинея;02.06.2020;3886;2267;23;42;132;0
Саудовская Аравия;05.10.2020;336766;322055;4898;379;570;23
Доминиканская Республика;10.03.2020;5;0;0;0;0;0
Сан-Марино;14.10.2020;772;682;42;6;0;0
Пакистан;30.12.2020;479715;435073;10105;2475;4960;58
Судно "MS Zaandam";10.02.2020;0;0;0;0;0;0
Папуа — Новая Гвинея;16.05.2020;8;8;0;0;0;0
Греция;27.04.2020;2534;577;136;17;0;2
Бразилия;09.05.2020;156061;61685;10656;9167;2388;639
Польша;06.10.2020;104316;74158;2717;2236;606;58
Бурунди;11.08.2020;408;315;1;0;0;0
Таджикистан;14.02.2020;0;0;0;0;0;0
Северная Македония;18.03.2020;35;1;0;9;0;0
Китай;26.05.2020;87831;79774;4645;30;7;0
Япония;24.06.2020;17965;16101;969;96;5;4
Ботсвана;25.08.2020;1562;199;3;0;0;0
Йемен;27.08.2020;1933;1098;562;3;1;2
Самоа;21.09.2020;0;0;0;0;0;0
Восточный Тимор;25.10.2020;29;28;0;0;0;0
Ирландия;21.08.2020;27755;23364;1776;79;0;0
Сенегал;04.11.2020;15650;15245;326;10;96;0
Филиппины;04.11.2020;388137;349091;7367;976;124;49
Израиль;11.03.2020;60;0;0;-28;0;0
ЦАР;25.11.2020;4911;1924;63;0;0;0
Гамбия;10.07.2020;64;34;3;1;2;0
Ирак;10.04.2020;1279;550;70;47;54;1
Аргентина;28.09.2020;723132;576715;16113;11807;10780;364
Эритрея;08.05.2020;39;37;0;0;7;0
Румыния;19.04.2020;8746;1892;451;328;162;30
Мозамбик;15.07.2020;1330;375;9;62;2;0
Никарагуа;24.10.2020;4362;4225;155;0;0;0
Сальвадор;10.08.2020;20872;9720;563;449;94;14
Иран;28.11.2020;935799;648831;47486;13402;8766;391
Азербайджан;26.02.2020;0;0;0;0;0;0
Чили;12.04.2020;7652;2059;80;286;195;7
Вьетнам;11.06.2020;332;321;0;0;1;0
Чад;06.02.2020;0;0;0;0;0;0
Малави;10.05.2020;56;14;3;0;0;0
Бенин;17.10.2020;2496;2330;41;0;0;0
Сингапур;03.12.2020;58239;58145;29;9;1;0
Сан-Томе и Принсипи;13.04.2020;4;0;0;0;0;0
Молдавия;17.10.2020;66652;47230;1569;792;687;20
Италия;23.12.2020;1991278;1322067;70395;13908;20494;553
Тунис;02.08.2020;1561;1221;51;9;4;0
Кабо-Верде;23.02.2020;0;0;0;0;0;0
Ямайка;06.03.2020;0;0;0;0;0;0
Сент-Винсент и Гренадины;20.12.2020;104;85;0;4;3;0
Экваториальная Гвинея;15.09.2020;5000;4496;83;0;0;0
Гватемала;12.10.2020;97826;87016;3387;111;434;3
Андорра;12.11.2020;5616;4585;75;49;97;0
Пакистан;12.03.2020;28;2;0;8;0;0
Доминиканская Республика;01.01.2021;172218;131543;2416;1433;358;2
Австрия;16.10.2020;60495;47618;1128;1435;820;8
Армения;23.10.2020;73310;50276;1145;2474;489;14
Суринам;11.02.2020;0;0;0;0;0;0
Лихтенштейн;17.04.2020;82;77;1;1;0;0
Кения;12.09.2020;35969;22771;619;176;329;3
Россия;22.02.2020;2;2;0;0;0;0
Summer Olympics 2020;17.09.2020;0;0;0;0;0;0
Китай;19.12.2020;102178;89291;4770;152;134;0
Катар;05.04.2020;1604;123;4;279;14;1
Бразилия;02.11.2020;5556200;5039438;160340;8249;17100;165
Судно "MS Zaandam";22.07.2020;9;0;2;0;0;0
Сербия;22.12.2020;307827;0;2782;4080;0;49
Папуа — Новая Гвинея;26.10.2020;588;546;7;5;1;0
Лесото;24.09.2020;1554;782;35;47;16;0
Руанда;22.01.2020;0;0;0;0;0;0
Буркина-Фасо;09.08.2020;1175;974;54;0;0;0
Кувейт;06.05.2020;6289;2219;42;485;187;2
Габон;02.07.2020;5513;2508;42;0;0;0
Южный Судан;11.11.2020;2960;1290;59;0;0;0
Кирибати;05.09.2020;0;0;0;0;0;0
Узбекистан;01.07.2020;8781;5847;26;278;165;0
ДР Конго;01.10.2020;10685;10165;272;26;26;0
Сирия;18.04.2020;38;5;2;0;0;0
Южная Корея;22.11.2020;31004;26539;509;271;73;4
Гана;11.08.2020;41404;39055;215;192;328;0
Беларусь;29.02.2020;1;0;0;0;0;0
Эстония;30.07.2020;2051;1926;69;9;0;0
Литва;12.06.2020;1692;1396;59;5;6;1
Швейцария;18.04.2020;27404;17100;1366;326;700;36
Куба;07.06.2020;2191;1862;83;18;7;0
Венгрия;06.12.2020;250278;71682;5868;6697;1286;162
Намибия;24.12.2020;20579;17198;187;595;306;4
Перу;28.09.2020;805302;664490;81761;5160;6654;166
Marshall Islands;22.10.2020;0;0;0;0;0;0
Уганда;15.12.2020;28168;10005;225;402;84;1
Сингапур;11.06.2020;39387;27286;25;422;754;0
Чад;26.07.2020;915;810;75;0;0;0
Малайзия;03.10.2020;12088;10215;139;317;121;1
Кот-д’Ивуар;09.09.2020;18815;17770;119;37;82;0
Вьетнам;03.12.2020;1361;1209;35;3;8;0
Иран;16.06.2020;192439;152675;9065;2563;2085;115
Андорра;29.04.2020;743;423;42;0;25;1
Босния и Герцеговина;17.03.2020;26;2;0;1;2;0
Сент-Винсент и Гренадины;25.05.2020;18;14;0;0;0;0
Тунис;30.01.2020;0;0;0;0;0;0
Оман;21.10.2020;111484;97367;1137;451;418;15
Боливия;17.03.2020;11;0;0;0;0;0
ЦАР;16.04.2020;12;4;0;0;0;0
Филиппины;07.05.2020;10343;1618;685;339;112;27
Израиль;31.12.2020;423262;376322;3325;6678;4037;18
Сенегал;07.05.2020;1492;562;13;59;69;1
Мьянма;10.07.2020;326;256;6;5;2;0
Антигуа и Барбуда;15.04.2020;23;3;2;0;0;0
Восточный Тимор;17.05.2020;24;24;0;0;0;0
Финляндия;29.06.2020;7243;6600;308;7;0;0
Бангладеш;17.03.2020;10;3;0;2;1;0
Korea, North;06.10.2020;0;0;0;0;0;0
Коста-Рика;04.07.2020;4621;1721;18;310;64;0
Winter Olympics 2022;27.08.2020;0;0;0;0;0;0
Сальвадор;22.01.2020;0;0;0;0;0;0
Люксембург;06.11.2020;21806;12094;180;659;575;3
Румыния;22.11.2020;418645;295148;10047;5837;7838;131
Багамские острова;03.09.2020;2386;893;50;49;44;0
Эритрея;03.11.2020;480;426;0;0;0;0
Сан-Томе и Принсипи;22.03.2020;0;0;0;0;0;0
Сингапур;25.12.2020;58509;58352;29;14;20;0
Бенин;25.09.2020;2325;1960;40;0;6;0
Чили;21.03.2020;592;6;0;131;0;0
Иран;20.12.2020;1158384;885054;53625;6312;9111;177
Азербайджан;03.03.2020;3;0;0;0;0;0
Португалия;11.06.2020;35910;22002;1504;310;260;7
Вьетнам;20.05.2020;324;263;0;0;0;0
Экваториальная Гвинея;24.08.2020;4926;3795;83;0;0;0
Италия;30.08.2020;268218;208536;35477;1365;312;4
Сент-Винсент и Гренадины;28.11.2020;85;79;0;0;0;0
Кабо-Верде;29.02.2020;0;0;0;0;0;0
Тунис;12.08.2020;1780;1278;52;42;6;0
Андорра;02.11.2020;4888;3548;75;63;73;0
Гватемала;02.10.2020;93090;81466;3267;681;666;6
Молдавия;25.09.2020;49666;37023;1264;713;380;12
Израиль;18.02.2020;0;0;0;0;0;0
Филиппины;10.11.2020;399749;361919;7661;1300;135;14
Ирак;15.03.2020;116;26;10;6;0;0
ЦАР;30.10.2020;4866;1924;62;3;0;0
Восточный Тимор;20.11.2020;30;30;0;0;0;0
Самоа;26.08.2020;0;0;0;0;0;0
Сенегал;10.11.2020;15720;15366;326;9;17;0
Ирландия;26.07.2020;25881;23364;1764;12;0;0
Никарагуа;28.09.2020;4065;2913;149;0;0;0
Мозамбик;19.06.2020;668;177;4;6;2;0
Сальвадор;04.08.2020;18262;8954;486;419;145;9
Нидерланды;25.07.2020;53257;196;6159;283;1;1
Аргентина;24.10.2020;1081336;881113;28613;11968;14418;275
Румыния;11.05.2020;15588;7245;982;226;194;21
Эритрея;28.04.2020;39;19;0;0;6;0
Доминиканская Республика;13.02.2020;0;0;0;0;0;0
Сан-Марино;08.10.2020;752;682;42;1;2;0
Белиз;22.02.2020;0;0;0;0;0;0
Гаити;03.07.2020;6040;1286;107;65;145;2
Ливия;08.09.2020;19583;2247;314;749;121;18
Суринам;16.08.2020;3016;2036;47;55;46;5
Афганистан;30.03.2020;114;2;4;0;0;0
Лихтенштейн;29.10.2020;520;265;1;36;37;0
Саудовская Аравия;15.10.2020;341062;327327;5127;472;507;19
Непал;16.09.2020;58327;41706;379;1539;1068;8
Китай;05.06.2020;88004;79849;4645;8;6;0
Северная Македония;09.04.2020;663;37;30;46;2;1
Таджикистан;07.03.2020;0;0;0;0;0;0
Польша;24.11.2020;909066;454717;14314;32733;15849;540
Ангола;23.04.2020;25;6;2;0;0;0
Йемен;22.09.2020;2028;1240;586;0;5;0
Ботсвана;16.09.2020;2463;575;11;0;0;0
Папуа — Новая Гвинея;20.04.2020;7;0;0;0;0;0
Бурунди;05.08.2020;395;304;1;0;0;0
Бразилия;29.04.2020;79685;34132;5513;6450;1588;430
Египет;02.06.2020;27536;6827;1052;1152;380;47
Мадагаскар;06.06.2020;1026;212;8;51;11;1
Словения;03.04.2020;934;70;20;37;0;3
Канада;09.02.2020;8;0;0;0;0;0
Замбия;13.06.2020;1357;1104;10;36;0;0
Буркина-Фасо;02.02.2020;0;0;0;0;0;0
ЮАР;19.03.2020;150;0;0;34;0;0
Дания;27.03.2020;2200;57;52;177;7;11
Ливан;13.07.2020;2419;1423;36;85;3;0
Тринидад и Тобаго;24.02.2020;0;0;0;0;0;0
Зимбабве;08.10.2020;7951;6446;229;32;5;0
Республика Конго;15.02.2020;0;0;0;0;0;0
Южная Корея;11.05.2020;10936;9670;258;27;38;2
Сирия;01.11.2020;5789;2021;292;61;45;4
Гана;27.01.2020;0;0;0;0;0;0
Южный Судан;06.05.2020;58;0;0;6;0;0
Панама;26.12.2020;228724;183522;3799;2064;1773;43
Литва;24.12.2020;127647;77526;1469;3655;1343;36
Черногория;26.05.2020;324;315;9;0;0;0
Куба;13.12.2020;9423;8434;137;69;63;0
Швеция;22.11.2020;208295;0;6406;0;0;0
Эстония;23.01.2020;0;0;0;0;0;0
Швейцария;01.11.2020;154251;65200;2437;0;0;59
Намибия;12.06.2020;31;17;0;0;0;0
Венгрия;02.06.2020;3921;2160;532;29;4;5
Турция;28.08.2020;265515;241809;6245;1517;1017;36
Сенегал;01.05.2020;1024;356;9;91;22;0
Ирландия;06.02.2020;0;0;0;0;0;0
Финляндия;05.07.2020;7286;6700;309;2;0;0
Восточный Тимор;21.04.2020;23;1;0;1;0;0
Антигуа и Барбуда;20.03.2020;1;0;0;0;0;0
ЦАР;12.05.2020;143;10;0;0;0;0
Филиппины;01.05.2020;8772;1084;579;284;41;11
Эритрея;13.11.2020;493;444;0;0;0;0
Winter Olympics 2022;18.12.2020;0;0;0;0;0;0
Люксембург;24.10.2020;12851;9085;141;0;0;0
Багамские острова;13.09.2020;2928;1319;67;0;0;0
Румыния;31.10.2020;241339;172513;6968;5753;4616;101
Гайана;10.08.2020;568;189;22;0;0;0
Korea, North;24.11.2020;0;0;0;0;0;0
Бангладеш;08.04.2020;218;33;20;54;0;3
Латвия;10.03.2020;8;1;0;2;1;0
Сальвадор;28.01.2020;0;0;0;0;0;0
Коста-Рика;10.07.2020;6845;2110;26;360;87;1
Вьетнам;25.12.2020;1439;1303;35;7;22;0
