"Страна";"Дата";"Заражений";"Выздоровлений";"Смертей";"Заражений за день";"Выздоровлений за день";"Смертей за день"
Эквадор;16.05.2021;410129;354499;19699;609;11621;7
Тринидад и Тобаго;08.12.2021;77482;"";2320;881;"";17
Республика Конго;05.12.2021;18970;"";354;0;"";0
Сейшельские острова;06.04.2021;4330;3869;22;36;0;0
Мавритания;25.03.2021;17712;16962;447;22;15;0
Уругвай;10.11.2021;395805;"";6093;195;"";0
Вьетнам;03.01.2021;1494;1339;35;12;2;0
США;08.08.2021;35916648;"";613199;34872;"";125
Норвегия;14.10.2021;195385;"";884;356;"";0
Нигерия;09.06.2021;166982;163331;2117;64;72;0
Соломоновы острова;18.09.2021;20;"";0;0;"";0
Папский Престол;05.11.2021;27;"";0;0;"";0
Исландия;16.08.2021;9578;"";30;56;"";0
Великобритания;27.11.2021;10165777;"";145167;40041;"";131
Египет;18.04.2021;216334;163479;12738;850;765;44
Антигуа и Барбуда;31.12.2021;4283;"";119;0;"";0
Гайана;07.02.2021;7982;6966;180;43;4;0
Ангола;09.03.2021;21114;19677;516;6;20;1
Греция;05.11.2021;774265;"";16200;6889;"";49
Индия;20.10.2021;34127450;"";452811;18454;"";160
Того;12.08.2021;17434;"";163;195;"";1
Афганистан;21.06.2021;103902;65071;4215;1996;670;93
Нигер;26.08.2021;5820;"";198;13;"";0
Лихтенштейн;01.03.2021;2652;2484;55;4;0;0
Лаос;08.04.2021;49;47;0;0;0;0
Бангладеш;28.12.2021;1584023;"";28062;397;"";1
Новая Зеландия;09.09.2021;3867;"";29;19;"";0
Antarctica;02.05.2021;0;0;0;0;0;0
Гвинея;08.10.2021;30501;"";383;22;"";0
Куба;07.01.2021;13479;11390;148;314;142;0
Швейцария;26.02.2021;554932;317600;10002;1065;0;8
Литва;04.01.2021;151719;105988;1981;1190;2959;38
Фиджи;02.07.2021;5253;970;25;404;52;1
Танзания;17.04.2021;509;183;21;0;0;0
Эфиопия;23.06.2021;275502;256787;4292;111;825;2
Сьерра-Леоне;25.03.2021;3953;2798;79;0;2;0
Сент-Китс и Невис;06.05.2021;45;44;0;0;0;0
Великобритания;13.10.2021;8311801;"";138487;41670;"";136
Албания;23.06.2021;132497;129955;2455;1;14;0
Австралия;09.10.2021;127471;"";1432;2390;"";11
Micronesia;15.03.2021;1;1;0;0;0;0
Грузия;02.01.2021;228752;217973;2572;342;2981;44
Черногория;11.04.2021;94269;88505;1373;234;361;8
Монако;04.01.2021;917;743;3;10;10;0
Бельгия;04.06.2021;1068406;0;25014;1449;0;19
ОАЭ;23.06.2021;618148;597008;1773;1988;1922;6
Сомали;15.10.2021;21269;"";1180;0;"";0
Боливия;28.12.2021;580690;"";19576;2882;"";22
Чехия;26.04.2021;1620206;1537362;29002;823;13216;40
Иордания;19.05.2021;726432;710445;9295;0;0;0
Босния и Герцеговина;28.12.2021;288876;"";13365;748;"";40
Замбия;29.04.2021;91533;89852;1250;49;109;1
Сирия;26.02.2021;15467;9637;1018;62;84;4
Мальдивы;06.11.2021;88635;"";245;119;"";0
Канада;07.09.2021;1530657;"";27068;9072;"";43
Мадагаскар;22.04.2021;34069;27152;579;477;542;10
Ямайка;13.08.2021;56709;"";1276;544;"";8
Сент-Винсент и Гренадины;22.01.2021;690;126;2;0;0;0
Андорра;17.02.2021;10583;10066;107;28;44;0
Словакия;08.04.2021;723860;255300;10322;2544;0;79
Либерия;07.08.2021;5461;"";220;0;"";0
Вануату;24.07.2021;4;3;1;0;0;0
Кувейт;21.11.2021;413137;"";2464;17;"";0
Португалия;27.04.2021;834991;794205;16970;353;1194;5
Сингапур;03.01.2021;58697;58487;29;35;11;0
Алжир;02.07.2021;140550;97701;3735;475;321;9
Гвинея-Бисау;03.06.2021;3784;3525;68;1;2;0
Беларусь;13.12.2021;675734;"";5286;1011;"";10
Камбоджа;28.04.2021;11761;4698;88;698;994;6
Малави;23.10.2021;61757;"";2296;10;"";0
Украина;27.09.2021;2503710;"";59384;3512;"";103
Доминика;05.05.2021;174;172;0;0;0;0
Бутан;03.04.2021;891;870;1;2;0;0
Германия;13.07.2021;3737135;3634550;91259;646;1030;26
Эсватини;25.09.2021;45742;"";1212;41;"";2
Пакистан;01.12.2021;1285631;"";28745;377;"";8
Кипр;24.03.2021;43668;2057;247;365;0;1
Филиппины;09.02.2021;540227;499764;11296;1232;-8;65
Маврикий;08.03.2021;641;588;10;2;0;0
Таиланд;13.04.2021;34575;26873;97;965;0;0
ЦАР;28.02.2021;5004;4920;63;0;0;0
Франция;17.04.2021;5321180;327104;100753;35873;1352;189
Восточный Тимор;30.01.2021;70;55;0;1;1;0
Бахрейн;12.11.2021;277184;"";1393;19;"";0
Тонга;12.11.2021;1;"";0;0;"";0
Сенегал;09.02.2021;29245;24066;700;188;212;11
Республика Конго;25.11.2021;18837;"";349;0;"";0
Сейшельские острова;28.04.2021;5500;4675;27;78;0;0
Мадагаскар;30.12.2021;50279;"";1027;0;"";0
Тринидад и Тобаго;16.11.2021;63084;"";1885;414;"";15
Эквадор;22.05.2021;417840;354499;20180;1219;0;73
Дания;18.12.2021;615670;"";3080;8594;"";13
Мальта;23.02.2021;21306;18500;306;221;191;1
ЮАР;26.12.2021;3413540;"";90814;5603;"";41
Монголия;02.07.2021;120339;81426;523;2376;2170;15
Замбия;21.12.2021;219023;"";3685;1906;"";1
Исландия;07.09.2021;11090;"";33;27;"";0
Папский Престол;14.10.2021;27;"";0;0;"";0
Мавритания;16.10.2021;36645;"";788;54;"";1
Норвегия;05.11.2021;214795;"";922;1506;"";2
США;13.07.2021;34032212;"";603802;26528;"";359
Вьетнам;25.01.2021;1549;1425;35;1;14;0
Уругвай;19.10.2021;391358;"";6069;191;"";0
Нигерия;01.07.2021;167692;164273;2121;74;29;1
Соломоновы острова;28.09.2021;20;"";0;0;"";0
Япония;21.01.2021;352693;273031;4873;5664;8200;94
Латвия;17.08.2021;140325;"";2565;154;"";2
Белиз;18.11.2021;29501;"";558;115;"";2
Гондурас;20.05.2021;230311;83393;6093;1100;270;42
Сент-Люсия;10.08.2021;5949;"";92;36;"";0
Эритрея;16.02.2021;2566;1914;7;0;0;0
Румыния;05.02.2021;740732;686692;18748;2580;2597;73
Доминиканская Республика;27.11.2021;406511;"";4204;490;"";2
Парагвай;24.06.2021;413457;354697;12086;1842;2683;113
Марокко;03.10.2021;935332;"";14339;504;"";24
Колумбия;06.09.2021;4919773;"";125331;1124;"";53
Киргизия;01.11.2021;181327;"";2672;68;"";1
Джибути;03.06.2021;11544;11382;154;2;1;0
Гренада;07.07.2021;161;160;1;0;0;0
Камерун;09.03.2021;36794;32936;566;0;0;0
Судан;24.06.2021;36558;30423;2750;36;19;0
Ангола;10.12.2021;65371;"";1737;25;"";1
Косово и Метохия;01.08.2021;108465;105660;2269;100;3;0
Таджикистан;06.12.2021;17493;"";125;0;"";0
Хорватия;26.07.2021;362648;353477;8247;27;110;2
Руанда;20.08.2021;82215;"";1005;380;"";9
Китай;09.01.2021;104454;91350;4798;168;93;2
Бразилия;17.02.2021;9986325;8933402;242313;47225;86138;1189
Израиль;22.11.2021;1341136;"";8177;701;"";1
Мали;21.06.2021;14385;10036;524;4;3;0
Казахстан;10.03.2021;270399;248487;3456;800;832;0
Мексика;18.05.2021;2385512;1905591;220746;2767;2097;253
Ирак;30.12.2021;2093436;"";24154;300;"";3
Россия;15.05.2021;4875308;4495406;113541;8667;9814;359
Папуа — Новая Гвинея;24.02.2021;1139;846;11;28;0;1
Гамбия;05.01.2021;3812;3677;125;12;8;1
Болгария;11.09.2021;470835;"";19469;909;"";10
Западный берег реки Иордан;09.07.2021;315047;309543;3579;178;292;2
Судно "Diamond Princess";09.08.2021;712;"";13;0;"";0
Коморские острова;09.04.2021;3758;3568;146;0;0;0
Барбадос;04.04.2021;3668;3526;43;0;0;0
Испания;09.04.2021;3347512;150376;76328;10875;0;149
Бруней;04.11.2021;13545;"";91;99;"";2
Азербайджан;10.12.2021;602137;"";8055;1109;"";17
Чили;24.12.2021;1797631;"";38984;1399;"";30
Индонезия;26.09.2021;4208013;"";141467;1760;"";86
Шри-Ланка;15.07.2021;280543;253953;3661;1484;939;50
Португалия;19.12.2021;1225102;"";18778;4266;"";25
Венесуэла;04.04.2021;166123;150374;1662;1786;0;15
Намибия;04.01.2021;25386;21167;218;270;112;3
Венгрия;14.01.2021;347636;220304;11066;1926;4851;118
Палау;11.11.2021;8;"";0;0;"";0
Сан-Томе и Принсипи;23.12.2021;3741;"";57;4;"";0
Кабо-Верде;13.12.2021;38503;"";351;0;"";0
Кувейт;22.03.2021;220455;204978;1233;1330;1439;7
Южный Судан;08.02.2021;4609;3692;66;254;29;0
Южная Корея;05.02.2021;80524;70505;1464;393;388;5
Пакистан;21.11.2021;1282195;"";28663;323;"";4
Эсватини;01.10.2021;45971;"";1223;47;"";3
Кипр;14.03.2021;39952;2057;239;398;0;0
Доминика;31.05.2021;188;186;0;0;0;0
Украина;21.09.2021;2461415;"";58629;5542;"";152
Германия;08.08.2021;3790766;"";91782;3127;"";4
Бутан;29.04.2021;1066;961;1;7;0;0
Восточный Тимор;25.02.2021;110;89;0;1;1;0
Сенегал;15.02.2021;31275;25635;754;268;252;6
Тонга;17.10.2021;0;"";0;0;"";0
Бахрейн;17.10.2021;276118;"";1391;88;"";0
Катар;15.12.2021;245855;"";614;165;"";1
Таиланд;19.04.2021;43742;26873;104;1390;0;3
Маврикий;30.03.2021;963;643;10;30;0;0
Филиппины;15.02.2021;550860;511755;11517;1684;12;2
Франция;23.04.2021;5502009;336234;102656;32340;1737;332
ЦАР;02.02.2021;4989;4885;63;0;0;0
Словакия;04.05.2021;757806;255300;11855;930;0;48
Ямайка;28.05.2021;48288;24703;936;108;175;1
Вануату;18.07.2021;4;3;1;0;0;0
Либерия;12.07.2021;5156;2606;144;54;18;0
Андорра;07.02.2021;10251;9533;106;45;41;1
Беларусь;17.11.2021;632887;"";4888;1862;"";13
Гвинея-Бисау;12.05.2021;3741;3400;67;0;0;0
Бруней;07.12.2021;15229;"";98;27;"";0
Иран;22.01.2021;1360852;1151676;57225;6332;7127;75
Узбекистан;14.01.2021;77777;76276;618;61;79;0
Камбоджа;06.04.2021;2915;1824;22;163;77;1
Португалия;21.09.2021;1063100;"";17925;780;"";11
Сингапур;25.01.2021;59352;59066;29;44;25;0
Малави;26.03.2021;33415;29417;1112;28;157;4
Алжир;06.06.2021;130958;91198;3518;277;203;8
Албания;17.06.2021;132481;129895;2454;5;7;0
Сент-Китс и Невис;01.06.2021;73;48;0;5;3;0
Эфиопия;17.06.2021;274775;253195;4262;174;744;2
Сьерра-Леоне;15.03.2021;3938;2780;79;1;1;0
Мавритания;24.11.2021;38881;"";822;85;"";0
Micronesia;25.03.2021;1;1;0;0;0;0
Австралия;17.09.2021;84056;"";1148;1856;"";7
Литва;26.01.2021;179822;155987;2703;792;1690;17
Швейцария;04.02.2021;530289;317600;9635;1765;0;30
Куба;13.01.2021;16044;12478;158;550;226;3
Черногория;07.10.2021;134211;"";1972;444;"";7
Великобритания;20.03.2021;4304837;12167;126359;5639;37;96
Танзания;23.04.2021;509;183;21;0;0;0
Фиджи;06.06.2021;687;193;4;83;0;0
Сирия;04.02.2021;14267;7892;938;65;85;5
Иордания;25.05.2021;731436;712458;9384;0;844;0
Сомали;18.03.2021;9600;4329;392;0;0;0
Мальдивы;15.10.2021;85977;"";237;45;"";0
Канада;19.05.2021;1350639;1267075;25067;4990;6970;48
Бельгия;09.05.2021;1016609;0;24551;2258;0;40
Мадагаскар;10.09.2021;42891;"";958;7;"";1
ОАЭ;17.06.2021;606128;585242;1741;2167;2127;3
Чехия;16.04.2021;1597103;1485924;28317;3256;2365;88
Замбия;19.09.2021;208469;"";3638;47;"";0
Египет;08.10.2021;310745;"";17619;811;"";35
Ангола;01.11.2021;64458;"";1713;25;"";3
Греция;13.03.2021;219521;93764;7038;2503;0;52
Антигуа и Барбуда;25.12.2021;4236;"";118;20;"";0
Афганистан;05.08.2021;149361;"";6864;428;"";28
Новая Зеландия;14.08.2021;2920;"";28;5;"";0
Лаос;04.05.2021;1026;60;0;60;0;0
Лихтенштейн;03.02.2021;2582;2392;53;3;16;0
Нигер;20.08.2021;5761;"";196;11;"";0
Antarctica;10.04.2021;0;0;0;0;0;0
Мьянма;05.01.2021;127584;110805;2766;649;605;22
Того;03.09.2021;21980;"";190;195;"";3
Индия;30.10.2021;34273300;"";458186;12830;"";446
Гвинея;18.04.2021;21460;18882;138;0;0;0
Мозамбик;15.04.2021;69002;61112;794;75;1140;0
Сальвадор;04.03.2021;60800;56807;1887;160;468;9
Никарагуа;14.05.2021;5649;4225;184;0;0;0
Бангладеш;21.09.2021;1545800;"";27277;1562;"";26
Италия;23.03.2021;3419616;2753083;105879;18739;33606;551
Германия;15.01.2021;2000958;1664176;44994;22368;2782;1113
Аргентина;24.05.2021;3562135;3133183;74480;22651;26234;417
Индия;27.11.2021;34572523;"";468554;8774;"";621
Филиппины;06.09.2021;2103331;"";34337;22347;"";103
ЦАР;18.08.2021;11251;"";99;0;"";0
Восточный Тимор;31.08.2021;16682;"";67;167;"";3
Антигуа и Барбуда;02.10.2021;3403;"";84;67;"";3
Самоа;14.06.2021;3;3;0;0;0;0
Сенегал;06.09.2021;73227;"";1808;39;"";5
Ирландия;11.03.2021;225179;23364;4509;591;0;10
Нидерланды;01.07.2021;1714517;27362;18031;945;12;3
Мальдивы;14.12.2021;93370;"";258;124;"";0
Тунис;28.03.2021;250565;215365;8735;862;170;30
Сент-Винсент и Гренадины;22.07.2021;2271;2199;12;5;1;0
Экваториальная Гвинея;20.06.2021;8698;8489;120;0;0;0
Гватемала;10.05.2021;235304;214601;7736;206;960;3
Андорра;13.08.2021;14924;"";129;16;"";0
Босния и Герцеговина;21.09.2021;228105;"";10317;526;"";30
Молдавия;19.05.2021;254213;245510;6053;138;247;10
Вануату;04.01.2021;1;1;0;0;0;0
Либерия;06.01.2021;1800;1406;83;0;0;0
Боливия;21.09.2021;497676;"";18672;290;"";8
Руанда;21.01.2021;12170;7973;162;310;161;9
Бенин;19.05.2021;8025;7893;101;0;0;0
Summer Olympics 2020;10.12.2021;865;"";0;0;"";0
Сингапур;25.07.2021;64179;62605;37;125;10;0
Иран;28.07.2021;3792014;3310163;89782;33817;18184;303
Гамбия;05.09.2021;9736;"";323;0;"";0
Лесото;15.12.2021;23478;"";665;255;"";1
Швейцария;20.08.2021;752761;"";10834;2575;"";6
Куба;06.08.2021;439899;"";3259;8886;"";75
Литва;24.07.2021;281157;268620;4406;234;99;0
Польша;13.09.2021;2893919;"";75425;270;"";0
Беларусь;05.11.2021;610022;"";4712;1991;"";16
Япония;20.08.2021;1260415;"";15578;25992;"";36
Латвия;24.01.2021;61008;48134;1111;512;0;14
Korea, North;27.12.2021;0;"";0;0;"";0
Winter Olympics 2022;17.11.2021;0;"";0;0;"";0
Ливан;23.04.2021;518104;441631;7090;1504;3823;33
Зимбабве;08.05.2021;38414;36052;1576;11;11;0
Сирия;20.08.2021;26719;"";1959;85;"";6
Мальта;18.07.2021;32470;30218;420;195;5;0
Бахрейн;08.12.2021;277935;"";1394;41;"";0
Тонга;08.12.2021;1;"";0;0;"";0
Ботсвана;27.06.2021;67492;61341;1095;0;0;0
Йемен;25.06.2021;6905;4005;1357;0;10;1
Швеция;11.09.2021;1138017;"";14703;0;"";0
Турция;29.03.2021;3240577;2975108;31230;32404;18015;154
Бурунди;05.03.2021;2283;773;3;15;0;0
Катар;08.10.2021;237297;"";607;72;"";0
Того;18.02.2021;6085;5179;81;78;33;0
Эсватини;24.12.2021;63953;"";1272;513;"";3
Сан-Марино;08.05.2021;5079;4935;90;0;0;0
Пакистан;01.11.2021;1274017;"";28466;457;"";10
Лихтенштейн;17.08.2021;3294;"";58;12;"";0
Нигер;04.02.2021;4575;3916;164;10;71;1
Гаити;05.04.2021;12788;11317;252;0;191;0
Панама;15.10.2021;469998;"";7288;429;"";13
Ливия;05.07.2021;195824;179398;3213;782;303;2
Новая Зеландия;06.02.2021;2320;2229;27;5;1;0
Суринам;24.03.2021;9077;8568;177;3;4;0
Непал;27.06.2021;633679;584334;9009;1353;3007;34
Саудовская Аравия;31.05.2021;450436;433413;7362;1245;1275;15
Оман;15.05.2021;202713;186391;2148;0;0;0
Гайана;15.06.2021;18530;16401;437;84;88;7
Korea, North;13.09.2021;0;"";0;0;"";0
Winter Olympics 2022;23.10.2021;0;"";0;0;"";0
Люксембург;05.04.2021;62105;57596;750;0;0;0
Кабо-Верде;14.10.2021;37976;"";347;25;"";0
Малайзия;02.06.2021;587165;501897;2993;7703;5777;126
Чад;21.03.2021;4420;4017;157;10;72;0
Кот-д’Ивуар;10.06.2021;47605;47092;306;58;31;0
Индонезия;27.12.2021;4261879;"";144063;212;"";10
Вьетнам;25.07.2021;101173;19342;370;6260;1759;0
США;05.01.2021;21267692;"";361741;232918;"";3599
Чили;01.10.2021;1655071;"";37476;807;"";8
Азербайджан;19.10.2021;505554;"";6793;2102;"";15
Польша;27.12.2021;4054865;"";94365;5027;"";38
Исландия;14.02.2021;6033;5978;29;0;0;0
Marshall Islands;16.05.2021;4;4;0;0;0;0
Мьянма;05.09.2021;415416;"";15891;2829;"";96
Афганистан;13.02.2021;55473;48392;2427;28;2;3
Палау;15.11.2021;8;"";0;0;"";0
Сан-Томе и Принсипи;30.09.2021;3459;"";50;6;"";0
Румыния;19.08.2021;1089189;"";34379;595;"";14
Багамские острова;02.07.2021;12735;11603;246;0;0;0
Эритрея;09.09.2021;6654;"";40;3;"";0
Грузия;10.05.2021;322468;302428;4305;549;1439;24
Панама;25.11.2021;476813;"";7360;202;"";2
Коста-Рика;28.04.2021;245601;202215;3202;2434;431;16
Сент-Люсия;10.02.2021;2027;917;19;0;0;0
Косово и Метохия;18.01.2021;55851;49271;1410;0;0;0
Уганда;31.03.2021;40867;40449;335;28;1;0
Финляндия;01.05.2021;87328;46000;934;197;0;2
Швеция;29.12.2021;1303663;"";15297;9103;"";11
Монако;12.05.2021;2487;2427;32;1;4;0
Ирак;29.09.2021;2000869;"";22221;2254;"";34
Колумбия;15.02.2021;2198549;2090467;57786;3510;6916;181
Израиль;02.11.2021;1331597;"";8106;3379;"";3
Бразилия;08.09.2021;20932515;"";584688;14182;"";249
Папуа — Новая Гвинея;01.09.2021;17926;"";192;88;"";0
Киргизия;21.11.2021;182833;"";2723;53;"";3
Судно "MS Zaandam";25.03.2021;9;7;2;0;0;0
Хорватия;28.01.2021;230978;222862;4943;619;466;30
Китай;09.07.2021;129177;110155;5578;85;96;12
Северная Македония;20.09.2021;187068;"";6472;154;"";12
Таджикистан;23.10.2021;17486;"";125;0;"";0
Австрия;06.05.2021;621178;597922;12574;1726;2045;27
Армения;13.05.2021;220217;206752;4291;267;674;19
Белиз;06.11.2021;27894;"";509;0;"";0
Кения;09.06.2021;173661;118933;3345;589;312;19
Марокко;26.12.2021;956119;"";14828;532;"";1
Узбекистан;11.08.2021;139285;"";948;903;"";7
Доминиканская Республика;30.10.2021;380974;"";4129;759;"";3
Западный берег реки Иордан;09.01.2021;146701;130102;1583;627;1202;24
Судно "Diamond Princess";11.02.2021;712;699;13;0;0;0
Намибия;18.07.2021;112160;87313;2506;743;647;39
Венгрия;05.08.2021;809803;"";30032;72;"";0
Summer Olympics 2020;01.11.2021;865;"";0;0;"";0
Папский Престол;13.12.2021;27;"";0;0;"";0
Перу;24.05.2021;1925289;1869538;180818;0;0;213
Эстония;02.04.2021;108418;85053;922;1165;1636;14
Соломоновы острова;29.12.2021;24;"";0;2;"";0
Уругвай;10.12.2021;402149;"";6141;252;"";1
Сербия;22.03.2021;555897;0;4966;4769;0;32
Шри-Ланка;07.01.2021;46780;39661;222;532;638;3
Лесото;25.09.2021;14395;"";403;0;"";0
Норвегия;17.11.2021;235314;"";995;2475;"";43
Южный Судан;16.08.2021;11195;"";120;23;"";0
ДР Конго;04.06.2021;32545;27727;789;368;0;0
Кирибати;30.06.2021;2;0;0;0;0;0
Республика Конго;28.10.2021;17323;"";258;455;"";9
Южная Корея;19.08.2021;232859;"";2197;2051;"";6
Гана;05.03.2021;85239;79465;629;0;0;0
Буркина-Фасо;07.03.2021;12181;11816;143;28;62;0
Дания;11.10.2021;366388;"";2673;585;"";2
ЮАР;03.10.2021;2906422;"";87780;809;"";27
Тринидад и Тобаго;12.11.2021;61519;"";1828;535;"";10
Габон;30.04.2021;23075;19629;139;257;239;1
Словения;10.09.2021;274528;"";4466;999;"";4
Швеция;21.04.2021;924340;0;13863;7510;0;38
Мальта;01.07.2021;30627;30161;420;4;3;0
Бурунди;27.03.2021;2657;773;6;0;0;0
Катар;16.09.2021;235187;"";604;133;"";0
Уганда;14.11.2021;126923;"";3238;34;"";1
Тонга;16.11.2021;1;"";0;0;"";0
Бахрейн;16.11.2021;277262;"";1393;16;"";0
Йемен;15.06.2021;6864;3775;1350;1;10;0
Ботсвана;21.06.2021;65808;59616;1069;2561;1075;129
Турция;20.10.2021;7744139;"";68274;29760;"";214
Гаити;27.04.2021;12999;12143;253;41;1;1
Ливия;13.06.2021;189059;174666;3161;297;232;3
Новая Зеландия;16.02.2021;2340;2265;28;3;0;0
Суринам;14.03.2021;9024;8514;176;2;5;0
Лихтенштейн;27.08.2021;3372;"";58;2;"";0
Нигер;26.02.2021;4740;4250;172;0;0;0
Саудовская Аравия;05.05.2021;422316;405607;7018;1016;900;12
Непал;21.06.2021;622640;559928;8772;1584;3130;46
Того;12.02.2021;5757;4899;80;70;110;0
Украина;28.12.2021;3828336;"";101212;2419;"";163
Пакистан;26.10.2021;1270322;"";28405;516;"";13
Сан-Марино;30.05.2021;5090;4995;90;0;0;0
Панама;18.03.2021;349505;338181;6025;485;551;7
Польша;19.04.2021;2695327;2334978;62133;7302;23833;101
Япония;29.05.2021;741822;666786;12930;3593;7210;91
Литва;18.07.2021;280131;268315;4404;79;-4;0
Куба;15.07.2021;263086;219745;1726;6479;3766;67
Швейцария;26.08.2021;768001;"";10863;2811;"";6
Беларусь;14.10.2021;565865;"";4353;2052;"";17
Сирия;26.08.2021;27325;"";1989;104;"";4
Ливан;17.04.2021;508503;423848;6886;1695;3625;32
Зимбабве;30.05.2021;38944;36591;1594;11;13;0
Молдавия;25.05.2021;254814;246894;6084;73;128;4
Нидерланды;18.07.2021;1835790;27524;18061;8966;3;1
Боливия;27.09.2021;499202;"";18707;307;"";7
Либерия;16.01.2021;1882;1701;84;5;0;0
Россия;07.01.2021;3297833;2681373;59628;23218;23379;491
Вануату;26.01.2021;1;1;0;0;0;0
Экваториальная Гвинея;26.06.2021;8723;8510;121;11;4;1
Сент-Винсент и Гренадины;28.07.2021;2288;2210;12;8;8;0
Мальдивы;18.11.2021;90340;"";248;74;"";0
Тунис;02.03.2021;234231;199476;8047;562;698;25
Андорра;08.09.2021;15070;"";130;0;"";0
Босния и Герцеговина;27.09.2021;232237;"";10508;1436;"";86
Гватемала;05.06.2021;261392;238344;8280;1438;946;22
Иран;22.07.2021;3623840;3204136;88063;20313;18190;226
Гамбия;13.05.2021;5934;5648;175;0;0;0
Сербия;21.11.2021;1233057;"";11225;2081;"";59
Сингапур;19.07.2021;63245;62532;36;172;6;0
Австралия;16.12.2021;242772;"";2134;3802;"";8
Бенин;25.05.2021;8025;7893;101;0;0;0
Италия;18.10.2021;4719493;"";131585;1594;"";44
Аргентина;14.05.2021;3269466;2913144;69853;27363;21709;599
Индия;03.12.2021;34624360;"";470530;8603;"";415
Сальвадор;26.03.2021;64039;61009;1996;139;0;6
Никарагуа;24.05.2021;5731;4225;185;0;0;0
Мозамбик;25.04.2021;69665;62501;807;22;49;0
Германия;05.01.2021;1787410;1472311;35518;11897;26869;944
Бангладеш;27.09.2021;1552563;"";27439;1212;"";25
Антигуа и Барбуда;22.09.2021;2625;"";57;22;"";2
Самоа;24.06.2021;3;3;0;0;0;0
Восточный Тимор;21.08.2021;13981;"";46;281;"";4
Ирландия;21.03.2021;230599;23364;4587;768;0;2
Сенегал;15.08.2021;70679;"";1600;266;"";13
Филиппины;15.08.2021;1741616;"";30340;14385;"";270
ЦАР;28.08.2021;11270;"";99;0;"";0
Эстония;07.03.2021;75003;55396;653;1319;235;9
Норвегия;13.12.2021;317880;"";1136;0;"";0
Шри-Ланка;13.01.2021;50229;43267;247;692;646;3
Summer Olympics 2020;09.03.2021;0;0;0;0;0;0
Уругвай;14.11.2021;396545;"";6101;143;"";0
Сербия;19.10.2021;1062960;"";9214;7664;"";57
Венгрия;14.07.2021;808612;741896;30013;56;233;3
Лесото;01.05.2021;10731;6267;316;0;0;0
Намибия;24.07.2021;115793;92030;2760;784;1269;46
Перу;14.05.2021;1879049;1824406;176094;13410;11506;650
Папский Престол;17.11.2021;27;"";0;0;"";0
Тринидад и Тобаго;17.10.2021;54114;"";1600;227;"";7
ЮАР;23.09.2021;2892081;"";86655;2783;"";155
Дания;15.09.2021;354910;"";2619;399;"";3
Буркина-Фасо;02.04.2021;12791;12430;150;17;10;1
Словения;06.10.2021;298274;"";4597;1212;"";8
Габон;04.04.2021;19863;16910;119;0;0;0
Кирибати;08.06.2021;2;0;0;0;0;0
ДР Конго;09.05.2021;30323;26434;772;38;0;0
Южный Судан;07.09.2021;11534;"";120;8;"";0
Гана;27.03.2021;90287;87137;740;0;0;0
Республика Конго;22.10.2021;16408;"";239;0;"";0
Южная Корея;25.08.2021;243317;"";2257;1878;"";20
Хорватия;02.01.2021;212262;201300;4016;255;1480;55
Таджикистан;29.10.2021;17486;"";125;0;"";0
Северная Македония;26.09.2021;189887;"";6594;336;"";17
Китай;04.08.2021;131596;112185;5639;115;69;0
Бразилия;13.08.2021;20325289;"";568146;32995;"";892
Ямайка;20.01.2021;14487;11777;331;68;34;2
Киргизия;01.12.2021;183404;"";2749;53;"";3
Судно "MS Zaandam";15.03.2021;9;7;2;0;0;0
Папуа — Новая Гвинея;22.08.2021;17832;"";192;0;"";0
Доминиканская Республика;20.10.2021;373040;"";4093;963;"";0
Италия;22.11.2021;4932091;"";133247;6403;"";70
Марокко;01.01.2022;965420;"";14851;2328;"";2
Судно "Diamond Princess";21.02.2021;712;699;13;0;0;0
Западный берег реки Иордан;19.01.2021;153093;140914;1741;538;839;15
Армения;23.05.2021;221948;211057;4392;68;222;6
Австрия;01.06.2021;640050;629713;12931;328;857;9
Кения;01.07.2021;184537;126594;3640;376;910;6
Белиз;15.10.2021;23990;"";461;228;"";4
Узбекистан;22.05.2021;98164;93633;680;308;294;2
Грузия;31.08.2021;549811;"";7408;4778;"";79
Сент-Люсия;20.02.2021;2860;2437;28;240;74;3
Коста-Рика;06.04.2021;219846;193857;3000;3082;1158;43
Эритрея;14.08.2021;6601;"";37;1;"";1
Багамские острова;06.06.2021;11930;10932;232;0;0;0
Болгария;22.12.2021;730140;"";30359;1463;"";56
Румыния;25.08.2021;1092971;"";34453;849;"";14
Колумбия;09.02.2021;2166904;2048292;56507;5442;14064;217
Ирак;19.09.2021;1975220;"";21822;2515;"";47
Канада;11.01.2021;677012;575152;17190;7420;10103;125
Израиль;27.10.2021;1325496;"";8073;599;"";10
Уганда;26.10.2021;125788;"";3200;30;"";0
Косово и Метохия;12.01.2021;54261;47081;1387;279;431;4
Монако;29.08.2021;3183;"";33;0;"";0
Финляндия;09.04.2021;81823;46000;897;407;0;1
Турция;20.11.2021;8550377;"";74847;23347;"";201
Winter Olympics 2022;26.03.2021;0;0;0;0;0;0
Люксембург;27.09.2021;77930;"";835;168;"";0
Кабо-Верде;05.11.2021;38242;"";349;9;"";0
Гайана;03.08.2021;22643;22327;549;120;1144;8
Korea, North;19.04.2021;0;0;0;0;0;0
Оман;21.05.2021;208607;192973;2239;0;0;0
Marshall Islands;22.05.2021;4;4;0;0;0;0
